canonical_arxiv_id,published_month,primary_category,concept_name,concept_type,primary_paradigm
2607.06854,2026-07,cs.LG,information set monte carlo search,method,Agent/Tool Use
2607.06854,2026-07,cs.LG,neural fictitious self-play,method,Agent/Tool Use
2607.06845,2026-07,cs.CL,activation steering,method,Alignment/Safety
2607.06845,2026-07,cs.CL,dialect bias,risk,Alignment/Safety
2607.06845,2026-07,cs.CL,conditional dialect group invariance (cdgi,theory,Alignment/Safety
2607.06839,2026-07,cs.LG,nas,theory,Multimodal
2607.06839,2026-07,cs.LG,generative pipeline,method,Multimodal
2607.06839,2026-07,cs.LG,evaluative pipeline,method,Multimodal
2607.06839,2026-07,cs.LG,deployment pipeline,method,Multimodal
2607.06839,2026-07,cs.LG,ast-based code mutation,method,Multimodal
2607.06839,2026-07,cs.LG,genetic and reinforcement-learning evolution,method,Multimodal
2607.06839,2026-07,cs.LG,fractal architecture,model,Multimodal
2607.06839,2026-07,cs.LG,large language model (llm,tool,Multimodal
2607.06831,2026-07,cs.CL,gradient-based alignment,method,Alignment/Safety
2607.06831,2026-07,cs.CL,speech-to-text alignment,task,Alignment/Safety
2607.06831,2026-07,cs.CL,differentiable asr model,model,Alignment/Safety
2607.06831,2026-07,cs.CL,dynamic-programming pass,method,Alignment/Safety
2607.06831,2026-07,cs.CL,token log probability,metric,Alignment/Safety
2607.06824,2026-07,cs.RO,symplectic learning,theory,Reasoning
2607.06824,2026-07,cs.RO,structured canonical lift,method,Reasoning
2607.06824,2026-07,cs.RO,generalized-ridge sympnet,model,Reasoning
2607.06824,2026-07,cs.RO,grb-sympnet,model,Reasoning
2607.06824,2026-07,cs.RO,dissipative systems,task,Reasoning
2607.06824,2026-07,cs.RO,quadrotor,application,Reasoning
2607.06824,2026-07,cs.RO,contact-rich quadruped,application,Reasoning
2607.06818,2026-07,cs.CL,reinforcement learning,theory,Reasoning
2607.06818,2026-07,cs.CL,policy gradient,method,Reasoning
2607.06818,2026-07,cs.CL,masked language model,model,Reasoning
2607.06818,2026-07,cs.CL,transformer,model,Reasoning
2607.06818,2026-07,cs.CL,headline generation,task,Reasoning
2607.06802,2026-07,eess.SP,large-language-model,model,Benchmark/Evaluation
2607.06802,2026-07,eess.SP,corpus,dataset,Benchmark/Evaluation
2607.06802,2026-07,eess.SP,rule discovery,task,Benchmark/Evaluation
2607.06802,2026-07,eess.SP,auditable engineering cascade,application,Benchmark/Evaluation
2607.06802,2026-07,eess.SP,threshold check,metric,Benchmark/Evaluation
2607.06802,2026-07,eess.SP,curator review,tool,Benchmark/Evaluation
2607.06802,2026-07,eess.SP,continuous-integration,tool,Benchmark/Evaluation
2607.06796,2026-07,cs.LG,knowledge distillation,method,Efficiency/Optimization
2607.06796,2026-07,cs.LG,time series classification,task,Efficiency/Optimization
2607.06796,2026-07,cs.LG,fully convolutional network,model,Efficiency/Optimization
2607.06796,2026-07,cs.LG,inception module,model,Efficiency/Optimization
2607.06796,2026-07,cs.LG,transformer-based model,model,Efficiency/Optimization
2607.06796,2026-07,cs.LG,ucr archive,dataset,Efficiency/Optimization
2607.06772,2026-07,cs.LG,meta-learning,theory,Efficiency/Optimization
2607.06772,2026-07,cs.LG,learned optimizer,model,Efficiency/Optimization
2607.06772,2026-07,cs.LG,long-horizon,task,Efficiency/Optimization
2607.06772,2026-07,cs.LG,redundant meta-training compute,method,Efficiency/Optimization
2607.06772,2026-07,cs.LG,decoupled progressive expert supervision,method,Efficiency/Optimization
2607.06764,2026-07,cs.AI,explorer-definer pipeline,method,Agent/Tool Use
2607.06764,2026-07,cs.AI,reflective orchestrator,method,Agent/Tool Use
2607.06764,2026-07,cs.AI,pattern discovery,task,Agent/Tool Use
2607.06764,2026-07,cs.AI,program synthesis,task,Agent/Tool Use
2607.06764,2026-07,cs.AI,autonomous exploration,method,Agent/Tool Use
2607.06764,2026-07,cs.AI,pass 2,metric,Agent/Tool Use
2607.06763,2026-07,cs.LG,factorized draft models,model,Reasoning
2607.06763,2026-07,cs.LG,proposal trees,task,Reasoning
2607.06763,2026-07,cs.LG,top-k marginals,metric,Reasoning
2607.06763,2026-07,cs.LG,conditional dependencies,theory,Reasoning
2607.06763,2026-07,cs.LG,tree-verification,method,Reasoning
2607.06757,2026-07,cs.AI,agent-based modeling,model,Agent/Tool Use
2607.06757,2026-07,cs.AI,large language model,model,Agent/Tool Use
2607.06757,2026-07,cs.AI,epidemic modeling,task,Agent/Tool Use
2607.06757,2026-07,cs.AI,human decision-making,task,Agent/Tool Use
2607.06757,2026-07,cs.AI,scalable framework,theory,Agent/Tool Use
2607.06748,2026-07,cs.SE,program analysis,tool,Agent/Tool Use
2607.06748,2026-07,cs.SE,constraint-guided llm generation,method,Agent/Tool Use
2607.06748,2026-07,cs.SE,smart home configuration,application,Agent/Tool Use
2607.06748,2026-07,cs.SE,error detection,task,Agent/Tool Use
2607.06748,2026-07,cs.SE,auto-fix,method,Agent/Tool Use
2607.06748,2026-07,cs.SE,llm,model,Agent/Tool Use
2607.06713,2026-07,cs.SE,contamination-awareness,other,Benchmark/Evaluation
2607.06713,2026-07,cs.SE,trajectory-aware benchmarks,other,Benchmark/Evaluation
2607.06713,2026-07,cs.SE,realistic coding contexts,task,Benchmark/Evaluation
2607.06713,2026-07,cs.SE,human-aligned behavior,other,Benchmark/Evaluation
2607.06713,2026-07,cs.SE,model failure modes,risk,Benchmark/Evaluation
2607.06546,2026-07,cs.LG,spectral attention,method,Theory/Methodology
2607.06546,2026-07,cs.LG,graph convolutional attention,method,Theory/Methodology
2607.06546,2026-07,cs.LG,linear attention,method,Theory/Methodology
2607.06546,2026-07,cs.LG,stochastic block models,task,Theory/Methodology
2607.06546,2026-07,cs.LG,softmax,tool,Theory/Methodology
2607.06544,2026-07,cs.AI,cultural heritage preservation,theory,Theory/Methodology
2607.06544,2026-07,cs.AI,natural language processing,task,Theory/Methodology
2607.06544,2026-07,cs.AI,foundation models,model,Theory/Methodology
2607.06544,2026-07,cs.AI,hermeneutic reasoning,theory,Theory/Methodology
2607.06544,2026-07,cs.AI,linguistic diversity,task,Theory/Methodology
2607.06544,2026-07,cs.AI,resource creation,method,Theory/Methodology
2607.06544,2026-07,cs.AI,sociolinguistic characteristics,task,Theory/Methodology
2607.06544,2026-07,cs.AI,equitable performance,metric,Theory/Methodology
2607.0654,2026-07,cs.CL,modality interference,risk,Reasoning
2607.0654,2026-07,cs.CL,hierarchical parameter separation,method,Reasoning
2607.0654,2026-07,cs.CL,semantic alignment channel,tool,Reasoning
2607.0654,2026-07,cs.CL,full-duplex slms,application,Reasoning
2607.0654,2026-07,cs.CL,speech intelligence,metric,Reasoning
2607.06653,2026-07,cs.LG,feddualatt,method,Alignment/Safety
2607.06653,2026-07,cs.LG,fedavg,method,Alignment/Safety
2607.06653,2026-07,cs.LG,global heads,model,Alignment/Safety
2607.06653,2026-07,cs.LG,local heads,model,Alignment/Safety
2607.06653,2026-07,cs.LG,transformer attention heads,model,Alignment/Safety
2607.06527,2026-07,cs.CL,recurrent soft-flow,method,Reasoning
2607.06527,2026-07,cs.CL,large language model,model,Reasoning
2607.06527,2026-07,cs.CL,graph reasoning,other,Reasoning
2607.06527,2026-07,cs.CL,flow sparsity regularization,other,Reasoning
2607.06527,2026-07,cs.CL,differentiable graph reasoning,other,Reasoning
2607.06523,2026-07,cs.AI,token-adaptive cache compression,method,Efficiency/Optimization
2607.06523,2026-07,cs.AI,cross-depth residual factorization,method,Efficiency/Optimization
2607.06523,2026-07,cs.AI,depth router,tool,Efficiency/Optimization
2607.06523,2026-07,cs.AI,attention-output probes,metric,Efficiency/Optimization
2607.06523,2026-07,cs.AI,calibration-free online error tracking,method,Efficiency/Optimization
2607.06522,2026-07,cs.AI,visual alignment reward,other,Alignment/Safety
2607.06522,2026-07,cs.AI,visual-action alignment reward,other,Alignment/Safety
2607.06522,2026-07,cs.AI,hallucinated chain-of-thought,risk,Alignment/Safety
2607.06522,2026-07,cs.AI,alignment,other,Alignment/Safety
2607.06503,2026-07,cs.AI,hidden activations,model,Alignment/Safety
2607.06503,2026-07,cs.AI,calibrated gate,tool,Alignment/Safety
2607.06503,2026-07,cs.AI,episode failure,risk,Alignment/Safety
2607.06503,2026-07,cs.AI,inference compute,metric,Alignment/Safety
2607.06485,2026-07,cs.CV,adversarial attack,other,Reasoning
2607.06485,2026-07,cs.CV,thermal-airflow perturbation,other,Reasoning
2607.06485,2026-07,cs.CV,zero-shot attack,other,Reasoning
2607.06485,2026-07,cs.CV,scene classification,task,Reasoning
2607.06485,2026-07,cs.CV,physical plausibility,other,Reasoning
2607.06482,2026-07,cs.CL,llm,model,Benchmark/Evaluation
2607.06482,2026-07,cs.CL,table qa,task,Benchmark/Evaluation
2607.06482,2026-07,cs.CL,table insight,task,Benchmark/Evaluation
2607.06482,2026-07,cs.CL,exploratory data analysis,method,Benchmark/Evaluation
2607.06482,2026-07,cs.CL,agentic framework,tool,Benchmark/Evaluation
2607.06481,2026-07,cs.CV,text-to-video diffusion transformer,model,Multimodal
2607.06481,2026-07,cs.CV,low-rank temporal adapters,model,Multimodal
2607.06481,2026-07,cs.CV,shot-role prompt tokens,tool,Multimodal
2607.06481,2026-07,cs.CV,recursive prompt bank,model,Multimodal
2607.06481,2026-07,cs.CV,adapter gates,model,Multimodal
2607.06481,2026-07,cs.CV,shot-local story-global tuning objective,metric,Multimodal
2607.06481,2026-07,cs.CV,adapter composition schedule,method,Multimodal
2607.06649,2026-07,cs.CR,prompt-optimized parameter shaking,method,Alignment/Safety
2607.06649,2026-07,cs.CR,multi-modality machine unlearning,theory,Alignment/Safety
2607.06649,2026-07,cs.CR,adversarial strategy,method,Alignment/Safety
2607.06461,2026-07,eess.AS,word-level control,task,Benchmark/Evaluation
2607.06461,2026-07,eess.AS,multi-dimensional annotation,metric,Benchmark/Evaluation
2607.06461,2026-07,eess.AS,bound-token mechanism,method,Benchmark/Evaluation
2607.06461,2026-07,eess.AS,discrete autoregressive generation,theory,Benchmark/Evaluation
2607.06461,2026-07,eess.AS,acoustic modulation,method,Benchmark/Evaluation
2607.06452,2026-07,cs.CL,large language model,model,Reasoning
2607.06452,2026-07,cs.CL,inference procedure,method,Reasoning
2607.06452,2026-07,cs.CL,agent-based verification,method,Reasoning
2607.06452,2026-07,cs.CL,question-type-specific inference,method,Reasoning
2607.06445,2026-07,cs.CV,vision-language models,model,Reasoning
2607.06445,2026-07,cs.CV,condition encoding,task,Reasoning
2607.06445,2026-07,cs.CV,spatial understanding,other,Reasoning
2607.06445,2026-07,cs.CV,intermediate representations,other,Reasoning
2607.06445,2026-07,cs.CV,localization signals,other,Reasoning
2607.06413,2026-07,stat.ME,experimental design,method,Reasoning
2607.06413,2026-07,stat.ME,stochastic model-discovery operator,model,Reasoning
2607.06413,2026-07,stat.ME,regression model,method,Reasoning
2607.06413,2026-07,stat.ME,utility-aligned canonical decomposition,method,Reasoning
2607.06402,2026-07,cs.CV,multimodal,application,Multimodal
2607.06402,2026-07,cs.CV,vision-language,application,Multimodal
2607.06402,2026-07,cs.CV,olfaction,application,Multimodal
2607.06402,2026-07,cs.CV,language-guided latent decomposition,method,Multimodal
2607.06402,2026-07,cs.CV,smell encoder,model,Multimodal
2607.06402,2026-07,cs.CV,crossmodal retrieval,task,Multimodal
2607.06402,2026-07,cs.CV,electronic-nose signals,metric,Multimodal
2607.06402,2026-07,cs.CV,scene descriptors,task,Multimodal
2607.06364,2026-07,cs.CL,domain adaptation,method,Theory/Methodology
2607.06364,2026-07,cs.CL,sentence transformer,model,Theory/Methodology
2607.06364,2026-07,cs.CL,fine-tuning,method,Theory/Methodology
2607.06364,2026-07,cs.CL,ndcg,metric,Theory/Methodology
2607.06364,2026-07,cs.CL,zero-shot learning,method,Theory/Methodology
2607.06641,2026-07,cs.CL,retrieval-augmented generation,method,RAG/Retrieval
2607.06641,2026-07,cs.CL,pubhealthbench,dataset,RAG/Retrieval
2607.06641,2026-07,cs.CL,hybrid retrieval,method,RAG/Retrieval
2607.06641,2026-07,cs.CL,embedding models,model,RAG/Retrieval
2607.06641,2026-07,cs.CL,faithfulness,metric,RAG/Retrieval
2607.06641,2026-07,cs.CL,completeness,metric,RAG/Retrieval
2607.06641,2026-07,cs.CL,clarity,metric,RAG/Retrieval
2607.06641,2026-07,cs.CL,factual consistency,metric,RAG/Retrieval
2607.06639,2026-07,cs.LG,groking,task,Theory/Methodology
2607.06639,2026-07,cs.LG,effective rank,metric,Theory/Methodology
2607.06639,2026-07,cs.LG,compression,task,Theory/Methodology
2607.06639,2026-07,cs.LG,accuracy transition,task,Theory/Methodology
2607.06639,2026-07,cs.LG,layernorm,tool,Theory/Methodology
2607.06326,2026-07,cs.AI,reasoning-active training,other,Alignment/Safety
2607.06326,2026-07,cs.AI,reasoning-free inference,other,Alignment/Safety
2607.06326,2026-07,cs.AI,intent-driven dataset,dataset,Alignment/Safety
2607.06326,2026-07,cs.AI,structured safety labels,other,Alignment/Safety
2607.06326,2026-07,cs.AI,rollout-guided progressive hard-case optimization,other,Alignment/Safety
2607.06309,2026-07,cs.CV,token-centric dual-view learning,method,Reasoning
2607.06309,2026-07,cs.CV,cross-attention,method,Reasoning
2607.06309,2026-07,cs.CV,fusion tokens,model,Reasoning
2607.06309,2026-07,cs.CV,structured token-level communication,method,Reasoning
2607.06309,2026-07,cs.CV,inter-view interaction,task,Reasoning
2607.06636,2026-07,cs.SE,specification grounding,theory,Reasoning
2607.06636,2026-07,cs.SE,test effectiveness,metric,Reasoning
2607.06636,2026-07,cs.SE,large language models,model,Reasoning
2607.06636,2026-07,cs.SE,code generation,task,Reasoning
2607.06636,2026-07,cs.SE,edge cases,risk,Reasoning
2607.06636,2026-07,cs.SE,invalid inputs,risk,Reasoning
2607.06306,2026-07,cs.SE,executable web application,application,Benchmark/Evaluation
2607.06306,2026-07,cs.SE,state-coherent screenshot set,dataset,Benchmark/Evaluation
2607.06306,2026-07,cs.SE,interaction inference,task,Benchmark/Evaluation
2607.06306,2026-07,cs.SE,functional correctness,metric,Benchmark/Evaluation
2607.06306,2026-07,cs.SE,state-management complexity,metric,Benchmark/Evaluation
2607.0629,2026-07,cs.LG,tensor program,theory,Theory/Methodology
2607.0629,2026-07,cs.LG,gaussian process,model,Theory/Methodology
2607.0629,2026-07,cs.LG,wasserstein distance,metric,Theory/Methodology
2607.0629,2026-07,cs.LG,random neural network,model,Theory/Methodology
2607.0629,2026-07,cs.LG,infinite-width limit,theory,Theory/Methodology
2607.06269,2026-07,cs.AI,structural tension,theory,Theory/Methodology
2607.06269,2026-07,cs.AI,offline recurrent loop,method,Theory/Methodology
2607.06269,2026-07,cs.AI,inference-time plasticity,method,Theory/Methodology
2607.06269,2026-07,cs.AI,endogenous loss function,theory,Theory/Methodology
2607.06269,2026-07,cs.AI,auditability,risk,Theory/Methodology
2607.06269,2026-07,cs.AI,reversibility,risk,Theory/Methodology
2607.06269,2026-07,cs.AI,topological continuity,theory,Theory/Methodology
2607.06269,2026-07,cs.AI,path-dependent tension resolution,theory,Theory/Methodology
2607.06254,2026-07,cs.CV,matthews correlation coefficient (mcc,metric,Benchmark/Evaluation
2607.06254,2026-07,cs.CV,roc-auc,metric,Benchmark/Evaluation
2607.06254,2026-07,cs.CV,vendorbench-100,other,Benchmark/Evaluation
2607.06254,2026-07,cs.CV,deepfake image detection,task,Benchmark/Evaluation
2607.06254,2026-07,cs.CV,commercial apis,application,Benchmark/Evaluation
2607.06254,2026-07,cs.CV,zero-shot vision-language models (llms,model,Benchmark/Evaluation
2607.06254,2026-07,cs.CV,open-source detectors,application,Benchmark/Evaluation
2607.06631,2026-07,cs.CV,dynamic structural sparsification,method,Efficiency/Optimization
2607.06631,2026-07,cs.CV,few-step distillation,method,Efficiency/Optimization
2607.06631,2026-07,cs.CV,mixture-of-models,model,Efficiency/Optimization
2607.06631,2026-07,cs.CV,video diffusion models,model,Efficiency/Optimization
2607.06631,2026-07,cs.CV,post-training acceleration,method,Efficiency/Optimization
2607.06229,2026-07,cs.CL,text-to-sql,task,Benchmark/Evaluation
2607.06229,2026-07,cs.CL,ai-native sql,task,Benchmark/Evaluation
2607.06229,2026-07,cs.CL,benchmark,theory,Benchmark/Evaluation
2607.06229,2026-07,cs.CL,agent-based pipeline,method,Benchmark/Evaluation
2607.06229,2026-07,cs.CL,repeated execution protocol,method,Benchmark/Evaluation
2607.06224,2026-07,cs.LG,heterogeneous graph,model,Benchmark/Evaluation
2607.06224,2026-07,cs.LG,knowledge graph,model,Benchmark/Evaluation
2607.06224,2026-07,cs.LG,domain-specific foundation models,model,Benchmark/Evaluation
2607.06224,2026-07,cs.LG,self-supervised learning,theory,Benchmark/Evaluation
2607.06224,2026-07,cs.LG,multi-modal representation,other,Benchmark/Evaluation
2607.06223,2026-07,cs.AI,information gain,metric,Reasoning
2607.06223,2026-07,cs.AI,rollout policy optimization,method,Reasoning
2607.06223,2026-07,cs.AI,tree-structured rollout,method,Reasoning
2607.06223,2026-07,cs.AI,intermediate-state informativeness,task,Reasoning
2607.06223,2026-07,cs.AI,policy optimization target,theory,Reasoning
2607.06196,2026-07,cs.CL,multimodal,task,Benchmark/Evaluation
2607.06196,2026-07,cs.CL,multilingual,task,Benchmark/Evaluation
2607.06196,2026-07,cs.CL,multicultural,task,Benchmark/Evaluation
2607.06196,2026-07,cs.CL,cultural alignment,theory,Benchmark/Evaluation
2607.06196,2026-07,cs.CL,llm-as-a-judge,model,Benchmark/Evaluation
2607.06196,2026-07,cs.CL,empirically derived cultural taxonomy,theory,Benchmark/Evaluation
2607.06629,2026-07,cs.LG,self-supervised learning,method,Benchmark/Evaluation
2607.06629,2026-07,cs.LG,transformer,model,Benchmark/Evaluation
2607.06629,2026-07,cs.LG,spatio-temporal embedding,task,Benchmark/Evaluation
2607.06629,2026-07,cs.LG,eeg,application,Benchmark/Evaluation
2607.06629,2026-07,cs.LG,brain age,metric,Benchmark/Evaluation
2607.06629,2026-07,cs.LG,self-supervised transformer,model,Benchmark/Evaluation
2607.06629,2026-07,cs.LG,latent-prediction objective,method,Benchmark/Evaluation
2607.06629,2026-07,cs.LG,signal reconstruction,method,Benchmark/Evaluation
2607.06175,2026-07,cs.CL,reinforcement learning,method,Reasoning
2607.06175,2026-07,cs.CL,reward function design,method,Reasoning
2607.06175,2026-07,cs.CL,large language models,model,Reasoning
2607.06175,2026-07,cs.CL,process model generation,task,Reasoning
2607.06175,2026-07,cs.CL,automated evaluation,tool,Reasoning
2607.06175,2026-07,cs.CL,syntactic quality,metric,Reasoning
2607.06175,2026-07,cs.CL,pragmatic quality,metric,Reasoning
2607.06175,2026-07,cs.CL,semantic quality,metric,Reasoning
2607.06626,2026-07,cs.LG,reward valuation,task,Alignment/Safety
2607.06626,2026-07,cs.LG,nucleus accumbens,model,Alignment/Safety
2607.06626,2026-07,cs.LG,anhedonia,risk,Alignment/Safety
2607.06626,2026-07,cs.LG,causal mechanism,theory,Alignment/Safety
2607.06626,2026-07,cs.LG,effort-based decision-making,task,Alignment/Safety
2607.06163,2026-07,cs.LG,transformer-based model,model,Theory/Methodology
2607.06163,2026-07,cs.LG,surrogate model,model,Theory/Methodology
2607.06163,2026-07,cs.LG,token-level explanation,method,Theory/Methodology
2607.06163,2026-07,cs.LG,clinical alignment metric,metric,Theory/Methodology
2607.06163,2026-07,cs.LG,interpretable ai,application,Theory/Methodology
2607.0616,2026-07,cs.CL,hierarchical task taxonomy,theory,Benchmark/Evaluation
2607.0616,2026-07,cs.CL,evidence-grounded pipeline,method,Benchmark/Evaluation
2607.0616,2026-07,cs.CL,long-context understanding,task,Benchmark/Evaluation
2607.0616,2026-07,cs.CL,instruction-response pairs,task,Benchmark/Evaluation
2607.0616,2026-07,cs.CL,fine-tuning,method,Benchmark/Evaluation
2607.06145,2026-07,cs.CL,kolmogorov complexity,theory,Theory/Methodology
2607.06145,2026-07,cs.CL,prompt complexity,theory,Theory/Methodology
2607.06145,2026-07,cs.CL,shortest generating prompt,method,Theory/Methodology
2607.06145,2026-07,cs.CL,model-relative text compression,theory,Theory/Methodology
2607.06145,2026-07,cs.CL,prompt optimization,method,Theory/Methodology
2607.0614,2026-07,cs.CL,failure-driven,theory,Agent/Tool Use
2607.0614,2026-07,cs.CL,dynamic evolution,method,Agent/Tool Use
2607.0614,2026-07,cs.CL,data curation,task,Agent/Tool Use
2607.0614,2026-07,cs.CL,post-training,application,Agent/Tool Use
2607.0614,2026-07,cs.CL,supervised fine-tuning,application,Agent/Tool Use
2607.0614,2026-07,cs.CL,reinforcement learning,application,Agent/Tool Use
2607.0614,2026-07,cs.CL,cost-aware objective,metric,Agent/Tool Use
2607.06623,2026-07,cs.LG,task-semantic field factorization,method,Reasoning
2607.06623,2026-07,cs.LG,large language model,model,Reasoning
2607.06623,2026-07,cs.LG,time-series forecasting,task,Reasoning
2607.06623,2026-07,cs.LG,soft sensing,application,Reasoning
2607.06623,2026-07,cs.LG,variable semantics,theory,Reasoning
2607.06127,2026-07,cs.CL,shared decision making (sdm,task,Theory/Methodology
2607.06127,2026-07,cs.CL,observer option12,tool,Theory/Methodology
2607.06127,2026-07,cs.CL,open-source smaller language models (os-sllms,model,Theory/Methodology
2607.06127,2026-07,cs.CL,clinical consultations,dataset,Theory/Methodology
2607.06127,2026-07,cs.CL,hallucination,risk,Theory/Methodology
2607.06127,2026-07,cs.CL,instruction-following failures,risk,Theory/Methodology
2607.06127,2026-07,cs.CL,temporal discourse reasoning,task,Theory/Methodology
2607.06127,2026-07,cs.CL,conversational role attribution,task,Theory/Methodology
2607.06105,2026-07,cs.CV,semantic segmentation,method,Application
2607.06105,2026-07,cs.CV,convnext,model,Application
2607.06105,2026-07,cs.CV,grid-based dominance scoring,method,Application
2607.06105,2026-07,cs.CV,high-resolution rgb imagery,dataset,Application
2607.06105,2026-07,cs.CV,uav imagery,dataset,Application
2607.06105,2026-07,cs.CV,biodiversity imagery,dataset,Application
2607.06105,2026-07,cs.CV,iou,metric,Application
2607.06105,2026-07,cs.CV,f1 score,metric,Application
2607.06097,2026-07,cs.CV,pseudo frames,dataset,Reasoning
2607.06097,2026-07,cs.CV,voxel features,model,Reasoning
2607.06097,2026-07,cs.CV,teacher-student framework,method,Reasoning
2607.06097,2026-07,cs.CV,instance-level data augmentation,method,Reasoning
2607.06097,2026-07,cs.CV,cider 0.5iou,metric,Reasoning
2607.06055,2026-07,cs.HC,graph-theoretic representation,theory,Theory/Methodology
2607.06055,2026-07,cs.HC,cognitive states,task,Theory/Methodology
2607.06055,2026-07,cs.HC,episodic memory,model,Theory/Methodology
2607.06055,2026-07,cs.HC,working memory,model,Theory/Methodology
2607.06055,2026-07,cs.HC,belief updating,theory,Theory/Methodology
2607.06055,2026-07,cs.HC,graph property functionals,tool,Theory/Methodology
2607.06055,2026-07,cs.HC,awareness functionals,tool,Theory/Methodology
2607.06055,2026-07,cs.HC,activation,tool,Theory/Methodology
2607.06054,2026-07,cs.SD,pangolintokenizer,other,Application
2607.06054,2026-07,cs.SD,barbet,other,Application
2607.06054,2026-07,cs.SD,voxcpm2,other,Application
2607.06054,2026-07,cs.SD,cer,metric,Application
2607.06054,2026-07,cs.SD,wer,metric,Application
2607.0662,2026-07,cs.CV,geometry-inductive mixture-of-experts,model,Reasoning
2607.0662,2026-07,cs.CV,spatiotemporal manifold sampling,method,Reasoning
2607.0662,2026-07,cs.CV,geometry-aware spatiotemporal graph,model,Reasoning
2607.0662,2026-07,cs.CV,instruction-pose aware router,tool,Reasoning
2607.06037,2026-07,cs.CR,privacy-utility orthogonality,theory,Application
2607.06037,2026-07,cs.CR,reconstruction-aware,method,Application
2607.06037,2026-07,cs.CR,ecg anonymization,application,Application
2607.06037,2026-07,cs.CR,1d u-net,model,Application
2607.06037,2026-07,cs.CR,privacy classifier,tool,Application
2607.06037,2026-07,cs.CR,utility classifier,tool,Application
2607.06009,2026-07,cs.CR,multi-channel spread-spectrum watermarking,method,Theory/Methodology
2607.06009,2026-07,cs.CR,variable naming conventions,method,Theory/Methodology
2607.06009,2026-07,cs.CR,semantically equivalent code patterns,method,Theory/Methodology
2607.06009,2026-07,cs.CR,keyed pseudo-random permutation,method,Theory/Methodology
2607.06009,2026-07,cs.CR,majority voting,method,Theory/Methodology
2607.06009,2026-07,cs.CR,reed-solomon code,method,Theory/Methodology
2607.06009,2026-07,cs.CR,formatting attacks,risk,Theory/Methodology
2607.06009,2026-07,cs.CR,syntactic attacks,risk,Theory/Methodology
2607.06008,2026-07,cs.AI,polyworkbench,other,Benchmark/Evaluation
2607.06008,2026-07,cs.AI,multilingual long-horizon llm agents,application,Benchmark/Evaluation
2607.06008,2026-07,cs.AI,hybrid framework,method,Benchmark/Evaluation
2607.06008,2026-07,cs.AI,structural grading,method,Benchmark/Evaluation
2607.06008,2026-07,cs.AI,executable verification,method,Benchmark/Evaluation
2607.06008,2026-07,cs.AI,llm-based semantic assessment,method,Benchmark/Evaluation
2607.06001,2026-07,cs.AI,information-theoretic capacity region,theory,Benchmark/Evaluation
2607.06001,2026-07,cs.AI,mean-field residual-scaling law,theory,Benchmark/Evaluation
2607.06001,2026-07,cs.AI,population misalignment,risk,Benchmark/Evaluation
2607.06001,2026-07,cs.AI,market coupling,task,Benchmark/Evaluation
2607.06001,2026-07,cs.AI,coalition value,metric,Benchmark/Evaluation
2607.06001,2026-07,cs.AI,xor synergy control,tool,Benchmark/Evaluation
2607.06001,2026-07,cs.AI,bistability,risk,Benchmark/Evaluation
2607.05992,2026-07,cs.CL,benchmark,other,Benchmark/Evaluation
2607.05992,2026-07,cs.CL,evaluation,other,Benchmark/Evaluation
2607.05992,2026-07,cs.CL,language resource,risk,Benchmark/Evaluation
2607.05992,2026-07,cs.CL,mathematical reasoning,task,Benchmark/Evaluation
2607.05992,2026-07,cs.CL,large language model,model,Benchmark/Evaluation
2607.05985,2026-07,cs.AI,black-box evaluation,method,Alignment/Safety
2607.05985,2026-07,cs.AI,large language models (llms,model,Alignment/Safety
2607.05985,2026-07,cs.AI,design structure matrices (dsms,task,Alignment/Safety
2607.05985,2026-07,cs.AI,ground-truth matrices,metric,Alignment/Safety
2607.05985,2026-07,cs.AI,structural metrics,metric,Alignment/Safety
2607.05985,2026-07,cs.AI,classification metrics,metric,Alignment/Safety
2607.05985,2026-07,cs.AI,stability measures,metric,Alignment/Safety
2607.05985,2026-07,cs.AI,composite quality score (q,metric,Alignment/Safety
2607.06614,2026-07,cs.LG,spatio-temporal encoder,model,Reasoning
2607.06614,2026-07,cs.LG,graph propagation module,model,Reasoning
2607.06614,2026-07,cs.LG,temporal convolution module,model,Reasoning
2607.06614,2026-07,cs.LG,agent attention mechanism,model,Reasoning
2607.06614,2026-07,cs.LG,global dependency modeling,task,Reasoning
2607.05978,2026-07,cs.CV,multi-token localized attention (mtla,method,Multimodal
2607.05978,2026-07,cs.CV,hallucination,risk,Multimodal
2607.05978,2026-07,cs.CV,attention-based detectors,tool,Multimodal
2607.05978,2026-07,cs.CV,post-hoc score,metric,Multimodal
2607.05978,2026-07,cs.CV,training-free,method,Multimodal
2607.05964,2026-07,cs.CL,transformer,model,Theory/Methodology
2607.05964,2026-07,cs.CL,filled pause,task,Theory/Methodology
2607.05964,2026-07,cs.CL,generalized estimating equations,method,Theory/Methodology
2607.05964,2026-07,cs.CL,sentiment analysis,application,Theory/Methodology
2607.05964,2026-07,cs.CL,political orientation,application,Theory/Methodology
2607.05964,2026-07,cs.CL,power status,application,Theory/Methodology
2607.05956,2026-07,cs.AI,domain adaptation,task,Alignment/Safety
2607.05956,2026-07,cs.AI,regulation-aware ai,theory,Alignment/Safety
2607.05956,2026-07,cs.AI,digital humanities,application,Alignment/Safety
2607.05956,2026-07,cs.AI,legal and ethical compliance,risk,Alignment/Safety
