curation_keyword,canonical_arxiv_id,title,published_month,primary_category,abs_url,pdf_url
multimodal,2607.07179,Comparative Study of Domain-adapted VLMs for General Document Visual Question Answering,2026-07,cs.CV,https://arxiv.org/abs/2607.07179,https://arxiv.org/pdf/2607.07179
multimodal,2607.07117,Tree-of-Thoughts Reasoning for Text-to-Image In-Context Learning,2026-07,cs.CV,https://arxiv.org/abs/2607.07117,https://arxiv.org/pdf/2607.07117
multimodal,2607.07033,AnchorPrune Relevance-Anchored Contextual Expansion for Visual Token Pruning,2026-07,cs.CV,https://arxiv.org/abs/2607.07033,https://arxiv.org/pdf/2607.07033
multimodal,2607.07027,Latent graph encoding of multimodal neuroimaging features with generative AI architectures,2026-07,cs.LG,https://arxiv.org/abs/2607.07027,https://arxiv.org/pdf/2607.07027
multimodal,2607.06987,UP Unbounded Positive Asymmetric Optimization for Breaking the Exploration-Stability Dilemma,2026-07,cs.LG,https://arxiv.org/abs/2607.06987,https://arxiv.org/pdf/2607.06987
multimodal,2607.06964,End-to-End LLM Flight Planning with RAG-based Memory and Multi-modal Coach Agent,2026-07,cs.RO,https://arxiv.org/abs/2607.06964,https://arxiv.org/pdf/2607.06964
multimodal,2607.06882,GemNav Discrete-Token Visual Robot Navigation using a Multimodal Large Language Model,2026-07,cs.RO,https://arxiv.org/abs/2607.06882,https://arxiv.org/pdf/2607.06882
multimodal,2607.06875,Video2Reaction Mapping Video to Audience Reaction Distribution in the Wild,2026-07,cs.CV,https://arxiv.org/abs/2607.06875,https://arxiv.org/pdf/2607.06875
multimodal,2607.06839,LEMUR 2 Unlocking Neural Network Diversity for AI,2026-07,cs.LG,https://arxiv.org/abs/2607.06839,https://arxiv.org/pdf/2607.06839
benchmark,2607.07708,"Accurate, Interdisciplinary and Transparent Structure-property Understanding with Deep Native Structural Reasoning",2026-07,cs.CL,https://arxiv.org/abs/2607.07708,https://arxiv.org/pdf/2607.07708
benchmark,2607.07696,Breaking Database Lock-in Agentic Regeneration of High Performance Storage Readers for Database Bypass,2026-07,cs.DB,https://arxiv.org/abs/2607.07696,https://arxiv.org/pdf/2607.07696
benchmark,2607.07673,MedPMC A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,2026-07,cs.CV,https://arxiv.org/abs/2607.07673,https://arxiv.org/pdf/2607.07673
benchmark,2607.07669,DiaLLM An Investigation into the Robustness-Generation Gap in English Dialect Adaptation,2026-07,cs.CL,https://arxiv.org/abs/2607.07669,https://arxiv.org/pdf/2607.07669
benchmark,2607.07573,Multi-Class vs. Multi-Label BERT for CVE-to-CWE Mapping How Taxonomy Structure Shapes the Errors,2026-07,cs.LG,https://arxiv.org/abs/2607.07573,https://arxiv.org/pdf/2607.07573
benchmark,2607.07548,"Think Big, Search Small Where Capacity Matters in Hierarchical Search Agents",2026-07,cs.CL,https://arxiv.org/abs/2607.07548,https://arxiv.org/pdf/2607.07548
benchmark,2607.07527,A Unified Detection Framework for AI-Related Content and Artifacts,2026-07,stat.ML,https://arxiv.org/abs/2607.07527,https://arxiv.org/pdf/2607.07527
benchmark,2607.07508,Single-Rollout Asynchronous Optimization for Agentic Reinforcement Learning,2026-07,cs.LG,https://arxiv.org/abs/2607.07508,https://arxiv.org/pdf/2607.07508
benchmark,2607.07507,HIVE Understanding Post-Hallucination Reasoning in Vision Language Models,2026-07,cs.CV,https://arxiv.org/abs/2607.07507,https://arxiv.org/pdf/2607.07507
benchmark,2607.07474,Beyond Attack-Success Rate Action-Graded Severity Scale for Tool-Using AI Agents,2026-07,cs.CR,https://arxiv.org/abs/2607.07474,https://arxiv.org/pdf/2607.07474
benchmark,2607.07469,SynthAVE Scalable Synthetic Labeling for E-Commerce with LLM-Arena Validation,2026-07,cs.CL,https://arxiv.org/abs/2607.07469,https://arxiv.org/pdf/2607.07469
benchmark,2607.07467,SpaCellAgent A Self-Evolving LLM-Based Multi-Agent Framework for Trajectory Analysis,2026-07,cs.AI,https://arxiv.org/abs/2607.07467,https://arxiv.org/pdf/2607.07467
benchmark,2607.07408,Transformer-based segmentation of prosodic boundaries in Brazilian Portuguese,2026-07,cs.CL,https://arxiv.org/abs/2607.07408,https://arxiv.org/pdf/2607.07408
benchmark,2607.07395,When Prompts Ignore Structure Graph-Based Attribute Reasoning for Calibrated VLMs,2026-07,cs.CV,https://arxiv.org/abs/2607.07395,https://arxiv.org/pdf/2607.07395
benchmark,2607.07388,TF-Engram A Train-Free Engram with SSD-Backed Memory for Large Language Models,2026-07,cs.CL,https://arxiv.org/abs/2607.07388,https://arxiv.org/pdf/2607.07388
benchmark,2607.07382,Generalist Vision-Language Models for Fast Radio Burst detection a zero-shot benchmark against a specialized detector,2026-07,cs.LG,https://arxiv.org/abs/2607.07382,https://arxiv.org/pdf/2607.07382
benchmark,2607.07321,From Atomic Actions to Standard Operating Procedures Iterative Tool Optimization for Self-Evolving LLM Agents,2026-07,cs.AI,https://arxiv.org/abs/2607.07321,https://arxiv.org/pdf/2607.07321
benchmark,2607.07289,Bayesian Optimization of Genetic Algorithm Hyperparameters in a Multi-Fidelity Framework for Efficient Lattice Material Design,2026-07,cond-mat.mtrl-sci,https://arxiv.org/abs/2607.07289,https://arxiv.org/pdf/2607.07289
benchmark,2607.07277,Understanding Interpretation Difficulty in Harmful Online Communication Insights from Cybercrime Communities,2026-07,cs.CL,https://arxiv.org/abs/2607.07277,https://arxiv.org/pdf/2607.07277
benchmark,2607.07251,Evaluation of Multilingual Ability to Use Spatial Deictic Expressions in Vision-Language Models,2026-07,cs.CL,https://arxiv.org/abs/2607.07251,https://arxiv.org/pdf/2607.07251
hallucination,2607.07527,A Unified Detection Framework for AI-Related Content and Artifacts,2026-07,stat.ML,https://arxiv.org/abs/2607.07527,https://arxiv.org/pdf/2607.07527
hallucination,2607.07507,HIVE Understanding Post-Hallucination Reasoning in Vision Language Models,2026-07,cs.CV,https://arxiv.org/abs/2607.07507,https://arxiv.org/pdf/2607.07507
hallucination,2607.06641,Healthier LLMs Retrieval-Augmented Generation for Public Health Question Answering,2026-07,cs.CL,https://arxiv.org/abs/2607.06641,https://arxiv.org/pdf/2607.06641
hallucination,2607.0616,LongCrafter Towards Diverse Long-Context Understanding via Evidence-Graph-Guided Instruction Synthesis,2026-07,cs.CL,https://arxiv.org/abs/2607.06160,https://arxiv.org/pdf/2607.06160
hallucination,2607.06127,Measuring the practice of shared-decision making (OPTION12) An Investigation into Open-sourced Smaller LLMs (OS-sLLMs) for Better Privacy and Sustainability,2026-07,cs.CL,https://arxiv.org/abs/2607.06127,https://arxiv.org/pdf/2607.06127
hallucination,2607.05985,Auto-DSM Under the Lens A Black-Box Evaluation Framework for LLM-Based DSM Generation,2026-07,cs.AI,https://arxiv.org/abs/2607.05985,https://arxiv.org/pdf/2607.05985
hallucination,2607.05978,Propose and Attend Training-free MLLM Grounding Confidence via Multi-Token Localized Attention,2026-07,cs.CV,https://arxiv.org/abs/2607.05978,https://arxiv.org/pdf/2607.05978
hallucination,2607.05956,Integrating knowledge graphs and multilingual scholarly corpora for domain-adaptive LLMs in SSH,2026-07,cs.AI,https://arxiv.org/abs/2607.05956,https://arxiv.org/pdf/2607.05956
hallucination,2607.05936,Mitigating Errors in LLM-Generated Web API Invocations via Retrieval-Augmented Generation and Constrained Decoding,2026-07,cs.SE,https://arxiv.org/abs/2607.05936,https://arxiv.org/pdf/2607.05936
hallucination,2607.05861,Mitigating Factual Hallucination in Large Reasoning Models via Mixed-Mode Advantage Regularization,2026-07,cs.CL,https://arxiv.org/abs/2607.05861,https://arxiv.org/pdf/2607.05861
hallucination,2607.05798,Segmentation before Answering Pixel Grounding for MLLM Visual Reasoning,2026-07,cs.CV,https://arxiv.org/abs/2607.05798,https://arxiv.org/pdf/2607.05798
hallucination,2607.05638,EvalLoop A Methodology for Evaluation-Driven Iterative Improvement of Business AI Systems,2026-07,cs.SE,https://arxiv.org/abs/2607.05638,https://arxiv.org/pdf/2607.05638
hallucination,2607.05355,Faithfulness to Refusal A Causal Audit of Neuron Selectors,2026-07,cs.CL,https://arxiv.org/abs/2607.05355,https://arxiv.org/pdf/2607.05355
hallucination,2607.05199,"Reason, Reward, Refine Step-Level Errors Corrections with Structured Feedback for Physics Reasoning in Small Language Models",2026-07,cs.AI,https://arxiv.org/abs/2607.05199,https://arxiv.org/pdf/2607.05199
hallucination,2607.05069,MIRAGE Defending Long-Form RAG Against Misinformation Pollution,2026-07,cs.CL,https://arxiv.org/abs/2607.05069,https://arxiv.org/pdf/2607.05069
hallucination,2607.04907,Medi-Gemma A Hybrid Clinical Decision Support System Integrating Deterministic EMR Analytics and Retrieval-Augmented Generation,2026-07,cs.AI,https://arxiv.org/abs/2607.04907,https://arxiv.org/pdf/2607.04907
hallucination,2607.05456,Prompt-to-Paper Agentic AI System for Bioinformatics,2026-07,cs.AI,https://arxiv.org/abs/2607.05456,https://arxiv.org/pdf/2607.05456
hallucination,2607.0429,Agentic-V2X Small Language Model Agents for Deadline-Aware V2X Scheduling in 5G 6G Networks,2026-07,cs.NI,https://arxiv.org/abs/2607.04290,https://arxiv.org/pdf/2607.04290
hallucination,2607.0424,Biological Motifs for Agentic Control,2026-07,cs.AI,https://arxiv.org/abs/2607.04240,https://arxiv.org/pdf/2607.04240
hallucination,2607.04223,Detecting Hallucinations in Retrieval-Augmented Generation through Grounding-Aware Sensitivity by Perturbation (GASP),2026-07,cs.CL,https://arxiv.org/abs/2607.04223,https://arxiv.org/pdf/2607.04223
