canonical_arxiv_id,published_month,primary_category,concept_name,concept_type
2607.06481,2026-07,cs.CV,shot-role prompt tokens,tool
2607.06481,2026-07,cs.CV,recursive prompt bank,model
2607.06481,2026-07,cs.CV,adapter gates,model
2607.06481,2026-07,cs.CV,shot-local story-global tuning objective,metric
2607.06481,2026-07,cs.CV,adapter composition schedule,method
2607.06649,2026-07,cs.CR,prompt-optimized parameter shaking,method
2607.06649,2026-07,cs.CR,multi-modality machine unlearning,theory
2607.06649,2026-07,cs.CR,adversarial strategy,method
2607.06461,2026-07,eess.AS,word-level control,task
2607.06461,2026-07,eess.AS,multi-dimensional annotation,metric
2607.06461,2026-07,eess.AS,bound-token mechanism,method
2607.06461,2026-07,eess.AS,discrete autoregressive generation,theory
2607.06461,2026-07,eess.AS,acoustic modulation,method
2607.06452,2026-07,cs.CL,large language model,model
2607.06452,2026-07,cs.CL,inference procedure,method
2607.06452,2026-07,cs.CL,agent-based verification,method
2607.06452,2026-07,cs.CL,question-type-specific inference,method
2607.06445,2026-07,cs.CV,vision-language models,model
2607.06445,2026-07,cs.CV,condition encoding,task
2607.06445,2026-07,cs.CV,spatial understanding,other
2607.06445,2026-07,cs.CV,intermediate representations,other
2607.06445,2026-07,cs.CV,localization signals,other
2607.06413,2026-07,stat.ME,experimental design,method
2607.06413,2026-07,stat.ME,stochastic model-discovery operator,model
2607.06413,2026-07,stat.ME,regression model,method
2607.06413,2026-07,stat.ME,utility-aligned canonical decomposition,method
2607.06402,2026-07,cs.CV,multimodal,application
2607.06402,2026-07,cs.CV,vision-language,application
2607.06402,2026-07,cs.CV,olfaction,application
2607.06402,2026-07,cs.CV,language-guided latent decomposition,method
2607.06402,2026-07,cs.CV,smell encoder,model
2607.06402,2026-07,cs.CV,crossmodal retrieval,task
2607.06402,2026-07,cs.CV,electronic-nose signals,metric
2607.06402,2026-07,cs.CV,scene descriptors,task
2607.06364,2026-07,cs.CL,domain adaptation,method
2607.06364,2026-07,cs.CL,sentence transformer,model
2607.06364,2026-07,cs.CL,fine-tuning,method
2607.06364,2026-07,cs.CL,ndcg,metric
2607.06364,2026-07,cs.CL,zero-shot learning,method
2607.06641,2026-07,cs.CL,retrieval-augmented generation,method
2607.06641,2026-07,cs.CL,pubhealthbench,dataset
2607.06641,2026-07,cs.CL,hybrid retrieval,method
2607.06641,2026-07,cs.CL,embedding models,model
2607.06641,2026-07,cs.CL,faithfulness,metric
2607.06641,2026-07,cs.CL,completeness,metric
2607.06641,2026-07,cs.CL,clarity,metric
2607.06641,2026-07,cs.CL,factual consistency,metric
2607.06639,2026-07,cs.LG,groking,task
2607.06639,2026-07,cs.LG,effective rank,metric
2607.06639,2026-07,cs.LG,compression,task
2607.06639,2026-07,cs.LG,accuracy transition,task
2607.06639,2026-07,cs.LG,layernorm,tool
2607.06326,2026-07,cs.AI,reasoning-active training,other
2607.06326,2026-07,cs.AI,reasoning-free inference,other
2607.06326,2026-07,cs.AI,intent-driven dataset,dataset
2607.06326,2026-07,cs.AI,structured safety labels,other
2607.06326,2026-07,cs.AI,rollout-guided progressive hard-case optimization,other
2607.06309,2026-07,cs.CV,token-centric dual-view learning,method
2607.06309,2026-07,cs.CV,cross-attention,method
2607.06309,2026-07,cs.CV,fusion tokens,model
2607.06309,2026-07,cs.CV,structured token-level communication,method
2607.06309,2026-07,cs.CV,inter-view interaction,task
2607.06636,2026-07,cs.SE,specification grounding,theory
2607.06636,2026-07,cs.SE,test effectiveness,metric
2607.06636,2026-07,cs.SE,large language models,model
2607.06636,2026-07,cs.SE,code generation,task
2607.06636,2026-07,cs.SE,edge cases,risk
2607.06636,2026-07,cs.SE,invalid inputs,risk
2607.06306,2026-07,cs.SE,executable web application,application
2607.06306,2026-07,cs.SE,state-coherent screenshot set,dataset
2607.06306,2026-07,cs.SE,interaction inference,task
2607.06306,2026-07,cs.SE,functional correctness,metric
2607.06306,2026-07,cs.SE,state-management complexity,metric
2607.0629,2026-07,cs.LG,tensor program,theory
2607.0629,2026-07,cs.LG,gaussian process,model
2607.0629,2026-07,cs.LG,wasserstein distance,metric
2607.0629,2026-07,cs.LG,random neural network,model
2607.0629,2026-07,cs.LG,infinite-width limit,theory
2607.06269,2026-07,cs.AI,structural tension,theory
2607.06269,2026-07,cs.AI,offline recurrent loop,method
2607.06269,2026-07,cs.AI,inference-time plasticity,method
2607.06269,2026-07,cs.AI,endogenous loss function,theory
2607.06269,2026-07,cs.AI,auditability,risk
2607.06269,2026-07,cs.AI,reversibility,risk
2607.06269,2026-07,cs.AI,topological continuity,theory
2607.06269,2026-07,cs.AI,path-dependent tension resolution,theory
2607.06254,2026-07,cs.CV,matthews correlation coefficient (mcc,metric
2607.06254,2026-07,cs.CV,roc-auc,metric
2607.06254,2026-07,cs.CV,vendorbench-100,other
2607.06254,2026-07,cs.CV,deepfake image detection,task
2607.06254,2026-07,cs.CV,commercial apis,application
2607.06254,2026-07,cs.CV,zero-shot vision-language models (llms,model
2607.06254,2026-07,cs.CV,open-source detectors,application
2607.06631,2026-07,cs.CV,dynamic structural sparsification,method
2607.06631,2026-07,cs.CV,few-step distillation,method
2607.06631,2026-07,cs.CV,mixture-of-models,model
2607.06631,2026-07,cs.CV,video diffusion models,model
2607.06631,2026-07,cs.CV,post-training acceleration,method
2607.06229,2026-07,cs.CL,text-to-sql,task
2607.06229,2026-07,cs.CL,ai-native sql,task
2607.06229,2026-07,cs.CL,benchmark,theory
2607.06229,2026-07,cs.CL,agent-based pipeline,method
2607.06229,2026-07,cs.CL,repeated execution protocol,method
2607.06224,2026-07,cs.LG,heterogeneous graph,model
2607.06224,2026-07,cs.LG,knowledge graph,model
2607.06224,2026-07,cs.LG,domain-specific foundation models,model
2607.06224,2026-07,cs.LG,self-supervised learning,theory
2607.06224,2026-07,cs.LG,multi-modal representation,other
2607.06223,2026-07,cs.AI,information gain,metric
2607.06223,2026-07,cs.AI,rollout policy optimization,method
2607.06223,2026-07,cs.AI,tree-structured rollout,method
2607.06223,2026-07,cs.AI,intermediate-state informativeness,task
2607.06223,2026-07,cs.AI,policy optimization target,theory
2607.06196,2026-07,cs.CL,multimodal,task
2607.06196,2026-07,cs.CL,multilingual,task
2607.06196,2026-07,cs.CL,multicultural,task
2607.06196,2026-07,cs.CL,cultural alignment,theory
2607.06196,2026-07,cs.CL,llm-as-a-judge,model
2607.06196,2026-07,cs.CL,empirically derived cultural taxonomy,theory
2607.06629,2026-07,cs.LG,self-supervised learning,method
2607.06629,2026-07,cs.LG,transformer,model
2607.06629,2026-07,cs.LG,spatio-temporal embedding,task
2607.06629,2026-07,cs.LG,eeg,application
2607.06629,2026-07,cs.LG,brain age,metric
2607.06629,2026-07,cs.LG,self-supervised transformer,model
2607.06629,2026-07,cs.LG,latent-prediction objective,method
2607.06629,2026-07,cs.LG,signal reconstruction,method
2607.06175,2026-07,cs.CL,reinforcement learning,method
2607.06175,2026-07,cs.CL,reward function design,method
2607.06175,2026-07,cs.CL,large language models,model
2607.06175,2026-07,cs.CL,process model generation,task
2607.06175,2026-07,cs.CL,automated evaluation,tool
2607.06175,2026-07,cs.CL,syntactic quality,metric
2607.06175,2026-07,cs.CL,pragmatic quality,metric
2607.06175,2026-07,cs.CL,semantic quality,metric
2607.06626,2026-07,cs.LG,reward valuation,task
2607.06626,2026-07,cs.LG,nucleus accumbens,model
2607.06626,2026-07,cs.LG,anhedonia,risk
2607.06626,2026-07,cs.LG,causal mechanism,theory
2607.06626,2026-07,cs.LG,effort-based decision-making,task
2607.06163,2026-07,cs.LG,transformer-based model,model
2607.06163,2026-07,cs.LG,surrogate model,model
2607.06163,2026-07,cs.LG,token-level explanation,method
2607.06163,2026-07,cs.LG,clinical alignment metric,metric
2607.06163,2026-07,cs.LG,interpretable ai,application
2607.0616,2026-07,cs.CL,hierarchical task taxonomy,theory
2607.0616,2026-07,cs.CL,evidence-grounded pipeline,method
2607.0616,2026-07,cs.CL,long-context understanding,task
2607.0616,2026-07,cs.CL,instruction-response pairs,task
2607.0616,2026-07,cs.CL,fine-tuning,method
2607.06145,2026-07,cs.CL,kolmogorov complexity,theory
2607.06145,2026-07,cs.CL,prompt complexity,theory
2607.06145,2026-07,cs.CL,shortest generating prompt,method
2607.06145,2026-07,cs.CL,model-relative text compression,theory
2607.06145,2026-07,cs.CL,prompt optimization,method
2607.0614,2026-07,cs.CL,failure-driven,theory
2607.0614,2026-07,cs.CL,dynamic evolution,method
2607.0614,2026-07,cs.CL,data curation,task
2607.0614,2026-07,cs.CL,post-training,application
2607.0614,2026-07,cs.CL,supervised fine-tuning,application
2607.0614,2026-07,cs.CL,reinforcement learning,application
2607.0614,2026-07,cs.CL,cost-aware objective,metric
2607.06623,2026-07,cs.LG,task-semantic field factorization,method
2607.06623,2026-07,cs.LG,large language model,model
2607.06623,2026-07,cs.LG,time-series forecasting,task
2607.06623,2026-07,cs.LG,soft sensing,application
2607.06623,2026-07,cs.LG,variable semantics,theory
2607.06127,2026-07,cs.CL,shared decision making (sdm,task
2607.06127,2026-07,cs.CL,observer option12,tool
2607.06127,2026-07,cs.CL,open-source smaller language models (os-sllms,model
2607.06127,2026-07,cs.CL,clinical consultations,dataset
2607.06127,2026-07,cs.CL,hallucination,risk
2607.06127,2026-07,cs.CL,instruction-following failures,risk
2607.06127,2026-07,cs.CL,temporal discourse reasoning,task
2607.06127,2026-07,cs.CL,conversational role attribution,task
2607.06105,2026-07,cs.CV,semantic segmentation,method
2607.06105,2026-07,cs.CV,convnext,model
2607.06105,2026-07,cs.CV,grid-based dominance scoring,method
2607.06105,2026-07,cs.CV,high-resolution rgb imagery,dataset
2607.06105,2026-07,cs.CV,uav imagery,dataset
2607.06105,2026-07,cs.CV,biodiversity imagery,dataset
2607.06105,2026-07,cs.CV,iou,metric
2607.06105,2026-07,cs.CV,f1 score,metric
2607.06097,2026-07,cs.CV,pseudo frames,dataset
2607.06097,2026-07,cs.CV,voxel features,model
2607.06097,2026-07,cs.CV,teacher-student framework,method
2607.06097,2026-07,cs.CV,instance-level data augmentation,method
2607.06097,2026-07,cs.CV,cider 0.5iou,metric
2607.06055,2026-07,cs.HC,graph-theoretic representation,theory
2607.06055,2026-07,cs.HC,cognitive states,task
2607.06055,2026-07,cs.HC,episodic memory,model
2607.06055,2026-07,cs.HC,working memory,model
2607.06055,2026-07,cs.HC,belief updating,theory
2607.06055,2026-07,cs.HC,graph property functionals,tool
2607.06055,2026-07,cs.HC,awareness functionals,tool
2607.06055,2026-07,cs.HC,activation,tool
2607.06054,2026-07,cs.SD,pangolintokenizer,other
2607.06054,2026-07,cs.SD,barbet,other
2607.06054,2026-07,cs.SD,voxcpm2,other
2607.06054,2026-07,cs.SD,cer,metric
2607.06054,2026-07,cs.SD,wer,metric
2607.0662,2026-07,cs.CV,geometry-inductive mixture-of-experts,model
2607.0662,2026-07,cs.CV,spatiotemporal manifold sampling,method
2607.0662,2026-07,cs.CV,geometry-aware spatiotemporal graph,model
2607.0662,2026-07,cs.CV,instruction-pose aware router,tool
2607.06037,2026-07,cs.CR,privacy-utility orthogonality,theory
2607.06037,2026-07,cs.CR,reconstruction-aware,method
2607.06037,2026-07,cs.CR,ecg anonymization,application
2607.06037,2026-07,cs.CR,1d u-net,model
2607.06037,2026-07,cs.CR,privacy classifier,tool
2607.06037,2026-07,cs.CR,utility classifier,tool
2607.06009,2026-07,cs.CR,multi-channel spread-spectrum watermarking,method
2607.06009,2026-07,cs.CR,variable naming conventions,method
2607.06009,2026-07,cs.CR,semantically equivalent code patterns,method
2607.06009,2026-07,cs.CR,keyed pseudo-random permutation,method
2607.06009,2026-07,cs.CR,majority voting,method
2607.06009,2026-07,cs.CR,reed-solomon code,method
2607.06009,2026-07,cs.CR,formatting attacks,risk
2607.06009,2026-07,cs.CR,syntactic attacks,risk
2607.06008,2026-07,cs.AI,polyworkbench,other
2607.06008,2026-07,cs.AI,multilingual long-horizon llm agents,application
2607.06008,2026-07,cs.AI,hybrid framework,method
2607.06008,2026-07,cs.AI,structural grading,method
2607.06008,2026-07,cs.AI,executable verification,method
2607.06008,2026-07,cs.AI,llm-based semantic assessment,method
2607.06001,2026-07,cs.AI,information-theoretic capacity region,theory
2607.06001,2026-07,cs.AI,mean-field residual-scaling law,theory
2607.06001,2026-07,cs.AI,population misalignment,risk
2607.06001,2026-07,cs.AI,market coupling,task
2607.06001,2026-07,cs.AI,coalition value,metric
2607.06001,2026-07,cs.AI,xor synergy control,tool
2607.06001,2026-07,cs.AI,bistability,risk
2607.05992,2026-07,cs.CL,benchmark,other
2607.05992,2026-07,cs.CL,evaluation,other
2607.05992,2026-07,cs.CL,language resource,risk
2607.05992,2026-07,cs.CL,mathematical reasoning,task
2607.05992,2026-07,cs.CL,large language model,model
2607.05985,2026-07,cs.AI,black-box evaluation,method
2607.05985,2026-07,cs.AI,large language models (llms,model
2607.05985,2026-07,cs.AI,design structure matrices (dsms,task
2607.05985,2026-07,cs.AI,ground-truth matrices,metric
2607.05985,2026-07,cs.AI,structural metrics,metric
2607.05985,2026-07,cs.AI,classification metrics,metric
2607.05985,2026-07,cs.AI,stability measures,metric
2607.05985,2026-07,cs.AI,composite quality score (q,metric
2607.06614,2026-07,cs.LG,spatio-temporal encoder,model
2607.06614,2026-07,cs.LG,graph propagation module,model
2607.06614,2026-07,cs.LG,temporal convolution module,model
2607.06614,2026-07,cs.LG,agent attention mechanism,model
2607.06614,2026-07,cs.LG,global dependency modeling,task
2607.05978,2026-07,cs.CV,multi-token localized attention (mtla,method
2607.05978,2026-07,cs.CV,hallucination,risk
2607.05978,2026-07,cs.CV,attention-based detectors,tool
2607.05978,2026-07,cs.CV,post-hoc score,metric
2607.05978,2026-07,cs.CV,training-free,method
2607.05964,2026-07,cs.CL,transformer,model
2607.05964,2026-07,cs.CL,filled pause,task
2607.05964,2026-07,cs.CL,generalized estimating equations,method
2607.05964,2026-07,cs.CL,sentiment analysis,application
2607.05964,2026-07,cs.CL,political orientation,application
2607.05964,2026-07,cs.CL,power status,application
2607.05956,2026-07,cs.AI,domain adaptation,task
2607.05956,2026-07,cs.AI,regulation-aware ai,theory
2607.05956,2026-07,cs.AI,digital humanities,application
2607.05956,2026-07,cs.AI,legal and ethical compliance,risk
2607.05956,2026-07,cs.AI,large language models,model
2607.05956,2026-07,cs.AI,bibliographic discovery,task
2607.05956,2026-07,cs.AI,literature synthesis,task
2607.05956,2026-07,cs.AI,multilingual access,tool
2607.05955,2026-07,cs.CV,click-centric refinement,method
2607.05955,2026-07,cs.CV,multi-resolution,method
2607.05955,2026-07,cs.CV,scene-conditioned negative prompts,method
2607.05955,2026-07,cs.CV,uncertainty-driven selective refinement,method
2607.05955,2026-07,cs.CV,diversity regularizer,method
2607.05955,2026-07,cs.CV,boundary-aware hard negative mining,method
2607.05937,2026-07,cs.CL,domain adaptation,method
2607.05937,2026-07,cs.CL,frozen backbone,model
2607.05937,2026-07,cs.CL,sentiment analysis,task
2607.05937,2026-07,cs.CL,dann,method
2607.05937,2026-07,cs.CL,mmd,method
2607.05937,2026-07,cs.CL,scl,method
2607.05936,2026-07,cs.SE,retrieval-augmented generation,method
2607.05936,2026-07,cs.SE,constrained decoding,method
2607.05936,2026-07,cs.SE,openapi specification,dataset
2607.05936,2026-07,cs.SE,endpoint representation,model
2607.05936,2026-07,cs.SE,regex-based constraint,tool
2607.05936,2026-07,cs.SE,hallucination,risk
2607.05933,2026-07,cs.PF,dynamic voltage frequency scaling,tool
2607.05933,2026-07,cs.PF,small language model,model
2607.05933,2026-07,cs.PF,fine-tuning,task
2607.05933,2026-07,cs.PF,resource-constrained embedded device,application
2607.05933,2026-07,cs.PF,ml-based model selection,method
2607.05908,2026-07,cs.LG,temporal drift,metric
2607.05908,2026-07,cs.LG,inductive biases,theory
2607.05908,2026-07,cs.LG,cross-temporal generalization,task
2607.05908,2026-07,cs.LG,architectural inductive biases,theory
2607.05904,2026-07,cs.LG,self-play,task
2607.05904,2026-07,cs.LG,reference-free,model
2607.05904,2026-07,cs.LG,reward hacking,risk
2607.05904,2026-07,cs.LG,hidden-anchor audit,method
2607.05904,2026-07,cs.LG,cross-source exact-match check,metric
2607.05902,2026-07,cs.SD,classical morphology,theory
2607.05902,2026-07,cs.SD,electroacoustic quantitative measurement,method
2607.05902,2026-07,cs.SD,machine representation reconstruction,method
2607.05902,2026-07,cs.SD,event-based timestamps,method
2607.05902,2026-07,cs.SD,role-aware encoding,method
2607.05901,2026-07,cs.AI,temporal encoder,model
2607.05901,2026-07,cs.AI,mutual transformer,model
2607.05901,2026-07,cs.AI,advantage-weighted ranking loss,method
2607.05901,2026-07,cs.AI,advantage-weighted separation,method
2607.05901,2026-07,cs.AI,advantage-weighted compactness,method
2607.06611,2026-07,cs.CL,cross-modal transformer,model
2607.06611,2026-07,cs.CL,automatic speech recognition (asr,tool
2607.06611,2026-07,cs.CL,machine translation,tool
2607.06611,2026-07,cs.CL,multilingual transcripts,dataset
2607.06611,2026-07,cs.CL,knowledge distillation,method
2607.05891,2026-07,cs.CV,coreset selection,method
2607.05891,2026-07,cs.CV,few-shot knowledge distillation,task
2607.05891,2026-07,cs.CV,centroid,model
2607.05891,2026-07,cs.CV,image classification,task
2607.05891,2026-07,cs.CV,teacher-student model,model
2607.05888,2026-07,cs.CR,planning compilation,method
2607.05888,2026-07,cs.CR,attack path identification,task
2607.05888,2026-07,cs.CR,security metrics evaluation,metric
2607.05888,2026-07,cs.CR,hardening strategy generation,task
2607.05888,2026-07,cs.CR,natural language explanation,application
2607.0588,2026-07,cs.CV,multimodal,task
2607.0588,2026-07,cs.CV,large language model,model
2607.0588,2026-07,cs.CV,domain adaptation,method
2607.0588,2026-07,cs.CV,contrastive vision-encoder training,method
2607.0588,2026-07,cs.CV,visual-question-answering,task
2607.0588,2026-07,cs.CV,entity extraction,method
2607.0588,2026-07,cs.CV,ontology-based synonym matching,method
2607.0588,2026-07,cs.CV,polarity-contradiction detection,method
2607.05872,2026-07,cs.LG,rank-r subspace,task
2607.05872,2026-07,cs.LG,optimizer state,task
2607.05872,2026-07,cs.LG,gradient projection,method
2607.05872,2026-07,cs.LG,reproducibility,metric
2607.05872,2026-07,cs.LG,subspace non-identifiability,risk
2607.06609,2026-07,cs.LG,direct preference optimization (dpo,method
2607.06609,2026-07,cs.LG,diffusion samplers,model
2607.06609,2026-07,cs.LG,classifier-free guidance (cfg,task
2607.06609,2026-07,cs.LG,timestep schedules,task
2607.06609,2026-07,cs.LG,energy-based model (ebm,model
2607.06609,2026-07,cs.LG,pretrained score network,model
2607.06609,2026-07,cs.LG,dynamic preferences,method
2607.05863,2026-07,cs.LG,reinforcement learning from verifiable rewards (rlvr,method
2607.05863,2026-07,cs.LG,strategic bargaining,task
2607.05863,2026-07,cs.LG,multi-buyer markets,application
2607.05863,2026-07,cs.LG,surplus extraction,task
2607.05863,2026-07,cs.LG,price anchoring,method
2607.05863,2026-07,cs.LG,market discovery,task
2607.05861,2026-07,cs.CL,thinking residual,theory
2607.05861,2026-07,cs.CL,advantage regularization,method
2607.05861,2026-07,cs.CL,mixed-mode rollout,method
2607.05861,2026-07,cs.CL,factual hallucination,risk
2607.05842,2026-07,cs.SE,refusal behavior,other
2607.05842,2026-07,cs.SE,aligned models,model
2607.05842,2026-07,cs.SE,ablated models,model
2607.05842,2026-07,cs.SE,vulnerability detection,task
2607.05842,2026-07,cs.SE,cwe attribution,task
2607.05842,2026-07,cs.SE,localization,task
2607.05842,2026-07,cs.SE,executable patch validation,task
2607.06605,2026-07,cs.LG,conformal prediction,theory
2607.06605,2026-07,cs.LG,imbalance,risk
2607.06605,2026-07,cs.LG,minority class,task
2607.06605,2026-07,cs.LG,coverage,metric
2607.06605,2026-07,cs.LG,scaffold,application
2607.05798,2026-07,cs.CV,pixel-level segmentation mask,tool
2607.05798,2026-07,cs.CV,visual reasoning,task
2607.05798,2026-07,cs.CV,multimodal large language models,model
2607.05798,2026-07,cs.CV,position embedding,theory
2607.05798,2026-07,cs.CV,region of interest,task
2607.0579,2026-07,cs.AI,steering vector,other
2607.0579,2026-07,cs.AI,heading-anchor,method
2607.0579,2026-07,cs.AI,bidirectional causal control,method
2607.05775,2026-07,cs.AI,tool use,application
2607.05775,2026-07,cs.AI,planning,other
2607.05775,2026-07,cs.AI,long-horizon reasoning,other
2607.05775,2026-07,cs.AI,multi-agent coordination,application
2607.05775,2026-07,cs.AI,safety,other
2607.05775,2026-07,cs.AI,measurement validity,other
2607.05773,2026-07,cs.AI,rl gym,tool
2607.05773,2026-07,cs.AI,multi-dimensional reward shaping,method
2607.05773,2026-07,cs.AI,internal state validation,method
2607.05773,2026-07,cs.AI,reward hacking,risk
2607.05773,2026-07,cs.AI,closed-loop feedback,method
2607.05761,2026-07,cs.AI,large language models,model
2607.05761,2026-07,cs.AI,synthetic consumer data,dataset
2607.05761,2026-07,cs.AI,projective techniques,task
2607.05761,2026-07,cs.AI,linguistic measures,metric
2607.05761,2026-07,cs.AI,diversity and concentration metrics,metric
2607.05761,2026-07,cs.AI,topic models,model
2607.05761,2026-07,cs.AI,top-term analyses,other
2607.05752,2026-07,cs.CL,counterfactual supervision,method
2607.05752,2026-07,cs.CL,search-routing,task
2607.05752,2026-07,cs.CL,oracle,model
2607.05752,2026-07,cs.CL,supervised fine-tuning,method
2607.05752,2026-07,cs.CL,preference optimization,method
2607.05722,2026-07,cs.CL,tri-mode language model,model
2607.05722,2026-07,cs.CL,autoregressive decoding,task
2607.05722,2026-07,cs.CL,diffusion model,model
2607.05722,2026-07,cs.CL,self-speculation decoding,task
2607.05722,2026-07,cs.CL,joint ar-diffusion objective,metric
2607.05722,2026-07,cs.CL,throughput,metric
2607.05722,2026-07,cs.CL,acceptance rate,metric
2607.05722,2026-07,cs.CL,forward pass,metric
2607.05721,2026-07,cs.CL,span-level uncertainty estimation,task
2607.05721,2026-07,cs.CL,detr-style span decoder,model
2607.05721,2026-07,cs.CL,mixture of beta distribution,model
2607.05721,2026-07,cs.CL,beta nll regression,method
2607.05721,2026-07,cs.CL,contrastive ranking objectives,method
2607.06601,2026-07,cs.LG,end-to-end training,method
2607.06601,2026-07,cs.LG,heterogeneous relaxation,method
2607.06601,2026-07,cs.LG,lagrangian budget constraint,method
2607.06601,2026-07,cs.LG,per-axis normalization,method
2607.06601,2026-07,cs.LG,coupling-aware balancing loss,method
2607.05704,2026-07,cs.LG,large language models,model
2607.05704,2026-07,cs.LG,neural network modifications,task
2607.05704,2026-07,cs.LG,source-guided candidate-generation,method
2607.05704,2026-07,cs.LG,evaluation budgets,metric
2607.05704,2026-07,cs.LG,transfer learning,theory
2607.05694,2026-07,stat.ML,power-calibrated,theory
2607.05694,2026-07,stat.ML,watermarking,application
2607.05694,2026-07,stat.ML,logit-based,method
2607.05694,2026-07,stat.ML,detection power,metric
2607.05694,2026-07,stat.ML,semantic distortion,risk
2607.05691,2026-07,cs.CL,byte-pair encoding (bpe,method
2607.05691,2026-07,cs.CL,unigram-lm,method
2607.05691,2026-07,cs.CL,subword vocabulary,task
2607.05691,2026-07,cs.CL,jaccard overlap,metric
2607.05689,2026-07,cs.CL,multi-label span classification,task
2607.05689,2026-07,cs.CL,iou 0.95 positive labeling,method
2607.05689,2026-07,cs.CL,hard-negative sampling,method
2607.05689,2026-07,cs.CL,boundary-aware span representations,model
2607.05689,2026-07,cs.CL,label smoothing,method
2607.05689,2026-07,cs.CL,stratified train-validation split,method
2607.05679,2026-07,cs.CL,association metric,metric
2607.05679,2026-07,cs.CL,language model,model
2607.05679,2026-07,cs.CL,upstream metric,metric
2607.05679,2026-07,cs.CL,downstream metric,metric
2607.05679,2026-07,cs.CL,embedding,model
2607.05679,2026-07,cs.CL,continuation probability,model
2607.05679,2026-07,cs.CL,bias,risk
2607.05679,2026-07,cs.CL,evaluation,other
2607.05669,2026-07,cs.RO,error-state extended kalman filter,model
2607.05669,2026-07,cs.RO,mamba,model
2607.05669,2026-07,cs.RO,normal-inverse-gamma distribution,metric
2607.05669,2026-07,cs.RO,proprioceptive vehicle localization,task
2607.05669,2026-07,cs.RO,inertial navigation system,tool
2607.05666,2026-07,cs.SE,mutation taxonomy,theory
2607.05666,2026-07,cs.SE,performance-relevant diff hunks,task
2607.05666,2026-07,cs.SE,genetic improvement,application
2607.05666,2026-07,cs.SE,dual-llm intersection pipeline,method
2607.05644,2026-07,cs.CL,systems development life cycle (sdlc,theory
2607.05644,2026-07,cs.CL,natural language processing (nlp,task
2607.05644,2026-07,cs.CL,data extraction,task
2607.05644,2026-07,cs.CL,clinical research,application
2607.05644,2026-07,cs.CL,electronic medical records,application
2607.05638,2026-07,cs.SE,dimensional metric grouping,method
2607.05638,2026-07,cs.SE,failure mode classification,method
2607.05638,2026-07,cs.SE,structured iteration workflow,method
2607.05626,2026-07,cs.CL,self-reported diagnosis,task
2607.05626,2026-07,cs.CL,zero-shot nli,method
2607.05626,2026-07,cs.CL,mentalroberta,model
2607.05626,2026-07,cs.CL,redsm5,dataset
2607.05626,2026-07,cs.CL,l1-penalized logistic regression,method
2607.05626,2026-07,cs.CL,cross-validation,method
2607.05626,2026-07,cs.CL,bootstrapping,method
2607.05626,2026-07,cs.CL,macro-f1,metric
2607.05615,2026-07,cs.LG,stochastic token steering (sts,method
2607.05615,2026-07,cs.LG,stochastic block steering (sbs,method
2607.05615,2026-07,cs.LG,sparse autoencoders (saes,model
2607.05615,2026-07,cs.LG,behavioral control,task
2607.05615,2026-07,cs.LG,fluency,metric
2607.05612,2026-07,cs.CL,perplexity,metric
2607.05612,2026-07,cs.CL,word error rate,metric
2607.05612,2026-07,cs.CL,automatic speech recognition,task
2607.05612,2026-07,cs.CL,language model,model
2607.05612,2026-07,cs.CL,encoder-decoder,model
2607.05612,2026-07,cs.CL,attention,theory
2607.05612,2026-07,cs.CL,internal language modeling,theory
2607.06595,2026-07,cs.CR,memory poisoning,risk
2607.06595,2026-07,cs.CR,long-term memory,model
2607.06595,2026-07,cs.CR,personal ai agents,application
2607.06595,2026-07,cs.CR,security governance,theory
2607.05583,2026-07,cs.CL,damped resonators,model
2607.05583,2026-07,cs.CL,causal functions,model
2607.05583,2026-07,cs.CL,latent field,model
2607.05583,2026-07,cs.CL,self-attention mechanisms,model
2607.05583,2026-07,cs.CL,transformer architecture,model
2607.05573,2026-07,cs.AI,foundation models,model
2607.05573,2026-07,cs.AI,text-to-cad,task
2607.05573,2026-07,cs.AI,iterative refinement,method
2607.05573,2026-07,cs.AI,visual reasoning,method
2607.05573,2026-07,cs.AI,benchmark,other
2607.05573,2026-07,cs.AI,cad generation,application
2607.05571,2026-07,cs.AI,language model,model
2607.05571,2026-07,cs.AI,block-based programming,task
2607.05571,2026-07,cs.AI,vex vr,application
2607.05571,2026-07,cs.AI,pedagogical rubric,theory
2607.05571,2026-07,cs.AI,prompt engineering,method
2607.05568,2026-07,cs.CV,generative image model,model
2607.05568,2026-07,cs.CV,vision-language model,model
2607.05568,2026-07,cs.CV,part segmentation,task
2607.05568,2026-07,cs.CV,superquadric primitive,model
2607.05568,2026-07,cs.CV,chamfer distance,metric
2607.05554,2026-07,cs.CL,instruction-tuned model,model
2607.05554,2026-07,cs.CL,prompt robustness,theory
2607.05554,2026-07,cs.CL,binomial generalized estimating equation,method
2607.05554,2026-07,cs.CL,dataset type,task
2607.05554,2026-07,cs.CL,prompt category,task
2607.05552,2026-07,cs.CL,framing susceptibility,theory
2607.05552,2026-07,cs.CL,moral decisiveness,theory
2607.05552,2026-07,cs.CL,logical irrelevant factors,theory
2607.05552,2026-07,cs.CL,psychometric battery,method
2607.05552,2026-07,cs.CL,binary verdict,task
2607.05541,2026-07,cs.LG,self-review,method
2607.05541,2026-07,cs.LG,policy gradients,theory
