canonical_arxiv_id,published_month,primary_category,categories_text,primary_paradigm,secondary_paradigms,confidence,contribution_type,model_name,processed_at
2607.05891,2026-07,cs.CV,"cs.CV, cs.AI, cs.LG",Efficiency/Optimization,Benchmark/Evaluation | Theory/Methodology,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:52:18.102318+00:00
2607.05888,2026-07,cs.CR,"cs.CR, cs.AI",Agent/Tool Use,,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:52:26.181108+00:00
2607.0588,2026-07,cs.CV,"cs.CV, cs.AI",Benchmark/Evaluation,Multimodal | Efficiency/Optimization,0.9,dataset,qwen2_5_7b_instruct,2026-07-11T13:52:37.896939+00:00
2607.05872,2026-07,cs.LG,"cs.LG, math.OC, stat.ML",Efficiency/Optimization,Theory/Methodology,0.9,theory,qwen2_5_7b_instruct,2026-07-11T13:52:47.725433+00:00
2607.06609,2026-07,cs.LG,"cs.LG, cs.AI",Reasoning,Efficiency/Optimization | Benchmark/Evaluation,0.9,theory,qwen2_5_7b_instruct,2026-07-11T13:53:01.160183+00:00
2607.05863,2026-07,cs.LG,"cs.LG, cs.GT",Reasoning,Theory/Methodology,0.9,theory,qwen2_5_7b_instruct,2026-07-11T13:53:09.998546+00:00
2607.05861,2026-07,cs.CL,"cs.CL, cs.LG",Alignment/Safety,Reasoning | Theory/Methodology,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:53:18.335399+00:00
2607.05842,2026-07,cs.SE,"cs.SE, cs.AI, cs.CR",Alignment/Safety,Benchmark/Evaluation | Application,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T13:53:30.051744+00:00
2607.06605,2026-07,cs.LG,"cs.LG, stat.ML",Benchmark/Evaluation,Alignment/Safety | Efficiency/Optimization,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T13:53:39.263982+00:00
2607.05798,2026-07,cs.CV,"cs.CV, cs.AI",Reasoning,Benchmark/Evaluation,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:53:49.563882+00:00
2607.0579,2026-07,cs.AI,cs.AI,Alignment/Safety,Agent/Tool Use | Reasoning,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:53:58.322286+00:00
2607.05775,2026-07,cs.AI,cs.AI,Alignment/Safety,Agent/Tool Use | Theory/Methodology,0.9,analysis,qwen2_5_7b_instruct,2026-07-11T13:54:11.051765+00:00
2607.05773,2026-07,cs.AI,cs.AI,Agent/Tool Use,Efficiency/Optimization | Benchmark/Evaluation,0.9,system,qwen2_5_7b_instruct,2026-07-11T13:54:20.839131+00:00
2607.05761,2026-07,cs.AI,cs.AI,Theory/Methodology,Application | Dataset/Benchmark,0.9,theory,qwen2_5_7b_instruct,2026-07-11T13:54:42.885354+00:00
2607.05752,2026-07,cs.CL,"cs.CL, cs.AI",Reasoning,Efficiency/Optimization | Alignment/Safety,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:54:51.624786+00:00
2607.05722,2026-07,cs.CL,cs.CL,Reasoning,Application | Dataset/Benchmark,0.9,other,qwen2_5_7b_instruct,2026-07-11T13:55:03.409432+00:00
2607.05721,2026-07,cs.CL,cs.CL,Theory/Methodology,,0.9,theory,qwen2_5_7b_instruct,2026-07-11T13:55:12.348427+00:00
2607.06601,2026-07,cs.LG,"cs.LG, cs.AI",Efficiency/Optimization,Reasoning | Multimodal,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:55:24.527476+00:00
2607.05704,2026-07,cs.LG,"cs.LG, cs.CV",Reasoning,Efficiency/Optimization | Benchmark/Evaluation,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:55:34.239634+00:00
2607.05694,2026-07,stat.ML,"stat.ML, cs.LG",Theory/Methodology,,0.9,theory,qwen2_5_7b_instruct,2026-07-11T13:55:45.352542+00:00
2607.05691,2026-07,cs.CL,"cs.CL, cs.LG, q-bio.BM",Theory/Methodology,,0.9,theory,qwen2_5_7b_instruct,2026-07-11T13:55:54.071642+00:00
2607.05689,2026-07,cs.CL,"cs.CL, cs.SI",Benchmark/Evaluation,Theory/Methodology | Application,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T13:56:05.637946+00:00
2607.05679,2026-07,cs.CL,"cs.CL, cs.AI",Benchmark/Evaluation,Theory/Methodology | Application,0.9,other,qwen2_5_7b_instruct,2026-07-11T13:56:24.698029+00:00
2607.05669,2026-07,cs.RO,"cs.RO, cs.LG",Reasoning,Efficiency/Optimization | Application,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:56:34.307601+00:00
2607.05666,2026-07,cs.SE,"cs.SE, cs.AI",Theory/Methodology,,0.9,analysis,qwen2_5_7b_instruct,2026-07-11T13:56:42.820055+00:00
2607.05644,2026-07,cs.CL,"cs.CL, cs.AI",Theory/Methodology,,0.9,theory,qwen2_5_7b_instruct,2026-07-11T13:56:50.333048+00:00
2607.05638,2026-07,cs.SE,"cs.SE, cs.AI",Benchmark/Evaluation,,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:57:02.027641+00:00
2607.05626,2026-07,cs.CL,cs.CL,Benchmark/Evaluation,,0.9,dataset,qwen2_5_7b_instruct,2026-07-11T13:57:15.262841+00:00
2607.05615,2026-07,cs.LG,cs.LG,Efficiency/Optimization,Reasoning | Theory/Methodology,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:57:27.195053+00:00
2607.05612,2026-07,cs.CL,"cs.CL, eess.AS",Benchmark/Evaluation,,0.9,analysis,qwen2_5_7b_instruct,2026-07-11T13:57:45.628233+00:00
2607.06595,2026-07,cs.CR,"cs.CR, cs.AI",Alignment/Safety,Agent/Tool Use | Reasoning,0.9,system,qwen2_5_7b_instruct,2026-07-11T13:57:53.996458+00:00
2607.05583,2026-07,cs.CL,"cs.CL, cs.AI",Efficiency/Optimization,Reasoning,0.9,other,qwen2_5_7b_instruct,2026-07-11T13:58:05.585774+00:00
2607.05573,2026-07,cs.AI,"cs.AI, cs.CE",Reasoning,Multimodal | Theory/Methodology,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T13:58:16.530352+00:00
2607.05571,2026-07,cs.AI,"cs.AI, cs.HC",Benchmark/Evaluation,Application | Theory/Methodology,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T13:58:26.699586+00:00
2607.05568,2026-07,cs.CV,"cs.CV, cs.AI",Reasoning,Multimodal | Benchmark/Evaluation,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:58:37.565625+00:00
2607.05554,2026-07,cs.CL,"cs.CL, cs.AI",Benchmark/Evaluation,Reasoning | Alignment/Safety,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T13:58:48.262224+00:00
2607.05552,2026-07,cs.CL,"cs.CL, cs.AI, cs.CY",Reasoning,Theory/Methodology | Benchmark/Evaluation,0.9,theory,qwen2_5_7b_instruct,2026-07-11T13:58:58.043581+00:00
2607.05541,2026-07,cs.LG,"cs.LG, cs.AI",Reasoning,Efficiency/Optimization,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:59:07.869735+00:00
2607.05518,2026-07,cs.CR,"cs.CR, cs.AI",Alignment/Safety,Benchmark/Evaluation,0.9,system,qwen2_5_7b_instruct,2026-07-11T13:59:17.824305+00:00
2607.05396,2026-07,cs.CV,"cs.CV, cs.AI, cs.LG, cs.RO",Agent/Tool Use,Reasoning | Application,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:59:28.370875+00:00
2607.05394,2026-07,cs.LG,"cs.LG, cs.AI, cs.CL",Reasoning,Efficiency/Optimization | Theory/Methodology,0.9,method,qwen2_5_7b_instruct,2026-07-11T13:59:39.322445+00:00
2607.05365,2026-07,cs.CL,"cs.CL, cs.AI, eess.AS",Benchmark/Evaluation,Theory/Methodology | Application,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T13:59:51.692703+00:00
2607.05355,2026-07,cs.CL,"cs.CL, cs.ET, cs.LG",Reasoning,Efficiency/Optimization | Benchmark/Evaluation,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:00:03.195446+00:00
2607.05353,2026-07,cs.CR,"cs.CR, cs.AI, cs.CL, cs.LG",Alignment/Safety,Theory/Methodology | Benchmark/Evaluation,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:00:14.542116+00:00
2607.05317,2026-07,cs.CV,"cs.CV, cs.AI, cs.LG",Application,Dataset/Benchmark | Efficiency/Optimization,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:00:23.592224+00:00
2607.05316,2026-07,cs.CL,"cs.CL, cs.LG",Theory/Methodology,Reasoning | Efficiency/Optimization,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:00:34.495597+00:00
2607.05292,2026-07,cs.LG,"cs.LG, cs.AI, cs.CV",Efficiency/Optimization,Application | Theory/Methodology,0.8,method,qwen2_5_7b_instruct,2026-07-11T14:01:04.579604+00:00
2607.05282,2026-07,eess.SP,"eess.SP, cs.AI, cs.LG, stat.ME",Reasoning,Efficiency/Optimization | Benchmark/Evaluation,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:01:18.227311+00:00
2607.05268,2026-07,cs.CV,"cs.CV, cs.LG",Theory/Methodology,Reasoning | Multimodal,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:01:27.539672+00:00
2607.05259,2026-07,cs.CL,"cs.CL, cs.LG",Dataset/Benchmark,,1.0,dataset,qwen2_5_7b_instruct,2026-07-11T14:01:48.761273+00:00
2607.05217,2026-07,cs.CY,"cs.CY, cs.CL, cs.IR",Benchmark/Evaluation,Alignment/Safety | Reasoning,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:01:59.282564+00:00
2607.05199,2026-07,cs.AI,cs.AI,Reasoning,Efficiency/Optimization | Benchmark/Evaluation,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:02:14.227154+00:00
2607.05196,2026-07,cs.CL,"cs.CL, cs.AI, cs.LG, cs.SD, eess.AS",Multimodal,Theory/Methodology | Benchmark/Evaluation,0.9,other,qwen2_5_7b_instruct,2026-07-11T14:02:25.549205+00:00
2607.05188,2026-07,cs.LG,"cs.LG, cs.SE",Reasoning,Efficiency/Optimization | Benchmark/Evaluation,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:02:37.636263+00:00
2607.05184,2026-07,cs.AI,"cs.AI, cs.LG",Alignment/Safety,Efficiency/Optimization | Benchmark/Evaluation,0.9,analysis,qwen2_5_7b_instruct,2026-07-11T14:02:46.919894+00:00
2607.05174,2026-07,cs.AI,cs.AI,Benchmark/Evaluation,Reasoning | Efficiency/Optimization,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:02:56.433418+00:00
2607.05479,2026-07,cs.CR,"cs.CR, cs.AI",Alignment/Safety,Theory/Methodology | Application,0.8,theory,qwen2_5_7b_instruct,2026-07-11T14:03:04.751705+00:00
2607.05153,2026-07,stat.ML,"stat.ML, cs.LG, q-bio.BM",Theory/Methodology,Reasoning | Efficiency/Optimization,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:03:13.991037+00:00
2607.05147,2026-07,cs.AI,"cs.AI, cs.CL",Efficiency/Optimization,Reasoning | Benchmark/Evaluation,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:03:24.222646+00:00
2607.05132,2026-07,cs.CY,"cs.CY, cs.CL",Alignment/Safety,Reasoning | Benchmark/Evaluation,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:03:32.901619+00:00
2607.05123,2026-07,cs.AI,"cs.AI, cs.CV",Reasoning,Multimodal | Efficiency/Optimization,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:03:42.313362+00:00
2607.05114,2026-07,cs.LG,"cs.LG, cs.AI, cs.CL",Efficiency/Optimization,Multimodal | Application,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:03:52.057877+00:00
2607.05104,2026-07,cs.LG,"cs.LG, cs.AI",Theory/Methodology,Benchmark/Evaluation | Efficiency/Optimization,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:04:02.352399+00:00
2607.05069,2026-07,cs.CL,cs.CL,Alignment/Safety,Reasoning | Benchmark/Evaluation,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:04:11.406445+00:00
2607.05055,2026-07,cs.AI,cs.AI,Agent/Tool Use,,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:04:21.542753+00:00
2607.05032,2026-07,cs.CL,cs.CL,Reasoning,Benchmark/Evaluation,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:04:31.801712+00:00
2607.05031,2026-07,cs.SE,"cs.SE, cs.AI",Theory/Methodology,Benchmark/Evaluation | Application,0.9,survey,qwen2_5_7b_instruct,2026-07-11T14:04:40.426662+00:00
2607.05029,2026-07,cs.CR,"cs.CR, cs.AI",Alignment/Safety,Reasoning,1.0,other,qwen2_5_7b_instruct,2026-07-11T14:04:48.955131+00:00
2607.05009,2026-07,cs.LG,"cs.LG, cs.AI",Efficiency/Optimization,Application,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:04:57.924481+00:00
2607.05001,2026-07,cs.CR,"cs.CR, cs.AI, cs.LG, cs.MA",Agent/Tool Use,Reasoning | Efficiency/Optimization,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:05:08.857472+00:00
2607.04983,2026-07,cs.NE,"cs.NE, cs.AI, cs.ET, cs.GL, cs.LG",Theory/Methodology,Application | Dataset/Benchmark,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:05:18.608073+00:00
2607.04969,2026-07,cs.LG,"cs.LG, cs.CL",Efficiency/Optimization,Theory/Methodology | Benchmark/Evaluation,0.8,theory,qwen2_5_7b_instruct,2026-07-11T14:05:26.304681+00:00
2607.04962,2026-07,cs.CL,cs.CL,Theory/Methodology,Dataset/Benchmark | Application,0.9,dataset,qwen2_5_7b_instruct,2026-07-11T14:05:49.535705+00:00
2607.05477,2026-07,cs.MA,"cs.MA, cs.AI, cs.CL",Agent/Tool Use,,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:06:00.277400+00:00
2607.04941,2026-07,cs.CL,"cs.CL, cs.SD, eess.AS",Dataset/Benchmark,,0.9,dataset,qwen2_5_7b_instruct,2026-07-11T14:06:07.332426+00:00
2607.04926,2026-07,cs.LG,"cs.LG, cs.AI",Reasoning,Theory/Methodology | Benchmark/Evaluation,0.8,theory,qwen2_5_7b_instruct,2026-07-11T14:06:17.560164+00:00
2607.04907,2026-07,cs.AI,cs.AI,RAG/Retrieval,Reasoning | Alignment/Safety,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:06:31.278991+00:00
2607.04906,2026-07,cs.LG,cs.LG,Reasoning,Application | Theory/Methodology,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:06:44.198730+00:00
2607.0489,2026-07,cs.CL,cs.CL,Benchmark/Evaluation,Application | Theory/Methodology,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:06:53.130945+00:00
2607.05475,2026-07,cs.AR,"cs.AR, cs.AI",Efficiency/Optimization,Benchmark/Evaluation | Application,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:07:04.122355+00:00
2607.04862,2026-07,cs.LG,cs.LG,Reasoning,Efficiency/Optimization | Benchmark/Evaluation,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:07:17.790917+00:00
2607.04854,2026-07,cs.AI,cs.AI,Alignment/Safety,Reasoning,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:07:26.887617+00:00
2607.04846,2026-07,cs.LG,"cs.LG, cs.AI",Theory/Methodology,Alignment/Safety | Reasoning,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:07:36.938979+00:00
2607.04832,2026-07,cs.CL,cs.CL,Theory/Methodology,,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:07:45.579530+00:00
2607.04819,2026-07,cs.LG,"cs.LG, cs.CR",Efficiency/Optimization,Theory/Methodology | Benchmark/Evaluation,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:07:56.095897+00:00
2607.04774,2026-07,cs.LG,cs.LG,Theory/Methodology,Reasoning | Efficiency/Optimization,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:08:07.990696+00:00
2607.04751,2026-07,cs.LG,"cs.LG, cs.AI",Theory/Methodology,,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:08:17.401218+00:00
2607.0475,2026-07,cs.AI,"cs.AI, cs.CV",Reasoning,Multimodal | Benchmark/Evaluation,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:08:26.152191+00:00
2607.04733,2026-07,cs.CL,"cs.CL, cs.LG",Theory/Methodology,Efficiency/Optimization | Multimodal,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:08:37.531377+00:00
2607.05467,2026-07,cs.CV,"cs.CV, cs.LG, eess.IV",Reasoning,Multimodal,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:08:48.994727+00:00
2607.04728,2026-07,cs.CL,"cs.CL, cs.AI, cs.LG",Alignment/Safety,Theory/Methodology | Efficiency/Optimization,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:08:57.872105+00:00
2607.04727,2026-07,cs.SE,"cs.SE, cs.AI, cs.CV",Multimodal,Application | Benchmark/Evaluation,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:09:07.823431+00:00
2607.04714,2026-07,cs.RO,"cs.RO, cs.AI",Reasoning,Theory/Methodology,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:09:18.025664+00:00
2607.04713,2026-07,cs.LG,"cs.LG, cs.AI",Alignment/Safety,Reasoning,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:09:27.604920+00:00
2607.04708,2026-07,econ.TH,"econ.TH, cs.AI, cs.CY, cs.GT, cs.HC",Agent/Tool Use,Reasoning | Benchmark/Evaluation,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:09:38.766297+00:00
2607.0469,2026-07,cs.CL,"cs.CL, cs.LG",Theory/Methodology,Multimodal | Benchmark/Evaluation,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:09:49.777770+00:00
2607.04688,2026-07,cs.LG,"cs.LG, cs.AI, cs.CE, cs.CL",Benchmark/Evaluation,Reasoning | Efficiency/Optimization,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:10:00.186283+00:00
2607.04686,2026-07,cs.CL,"cs.CL, cs.AI, cs.SE",Benchmark/Evaluation,Application | Theory/Methodology,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:10:08.313908+00:00
2607.04683,2026-07,cs.CV,"cs.CV, cs.CL",Reasoning,Theory/Methodology | Application,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:10:19.595674+00:00
2607.05465,2026-07,cs.CV,"cs.CV, cs.AI",Agent/Tool Use,Dataset/Benchmark,0.9,dataset,qwen2_5_7b_instruct,2026-07-11T14:10:29.294243+00:00
2607.04655,2026-07,cs.CL,cs.CL,Benchmark/Evaluation,Theory/Methodology,1.0,benchmark,qwen2_5_7b_instruct,2026-07-11T14:10:39.828459+00:00
2607.04645,2026-07,cs.CL,"cs.CL, cs.AI, cs.CR, cs.LG",Alignment/Safety,Reasoning | Benchmark/Evaluation,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:10:50.770169+00:00
2607.0464,2026-07,cs.CL,cs.CL,Alignment/Safety,Reasoning | Efficiency/Optimization | Theory/Methodology,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:11:01.046929+00:00
2607.04625,2026-07,cs.CV,"cs.CV, cs.AI",RAG/Retrieval,Efficiency/Optimization | Theory/Methodology,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:11:12.986376+00:00
2607.04619,2026-07,cs.SD,"cs.SD, cs.CL",Efficiency/Optimization,Benchmark/Evaluation,0.9,other,qwen2_5_7b_instruct,2026-07-11T14:11:23.174253+00:00
2607.04595,2026-07,cs.LG,"cs.LG, q-bio.QM, stat.ML",Benchmark/Evaluation,Application | Efficiency/Optimization,0.8,method,qwen2_5_7b_instruct,2026-07-11T14:11:32.998534+00:00
2607.0459,2026-07,cs.AI,cs.AI,Alignment/Safety,Theory/Methodology | Reasoning,0.8,theory,qwen2_5_7b_instruct,2026-07-11T14:12:01.127953+00:00
2607.04579,2026-07,cs.SE,"cs.SE, cs.AI",Benchmark/Evaluation,Application | Theory/Methodology,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:12:13.017694+00:00
2607.04572,2026-07,cs.AI,"cs.AI, cs.LG",Reasoning,Theory/Methodology,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:12:21.546802+00:00
2607.04566,2026-07,cs.CL,cs.CL,Benchmark/Evaluation,Theory/Methodology | Application,0.9,dataset,qwen2_5_7b_instruct,2026-07-11T14:12:30.714065+00:00
2607.04563,2026-07,cs.CL,cs.CL,Theory/Methodology,,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:12:38.338862+00:00
2607.04562,2026-07,cs.AI,"cs.AI, cs.NE",Alignment/Safety,Reasoning | Benchmark/Evaluation,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:12:48.163062+00:00
2607.04558,2026-07,cs.CL,"cs.CL, cs.AI, cs.LG",Reasoning,Application,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:13:02.298411+00:00
2607.04537,2026-07,cs.SE,"cs.SE, cs.AI",Alignment/Safety,Reasoning | Benchmark/Evaluation,0.9,analysis,qwen2_5_7b_instruct,2026-07-11T14:13:12.340023+00:00
2607.04535,2026-07,cs.LG,"cs.LG, stat.ML",Efficiency/Optimization,Theory/Methodology,0.9,other,qwen2_5_7b_instruct,2026-07-11T14:13:22.612321+00:00
2607.04534,2026-07,cs.CL,cs.CL,Reasoning,Efficiency/Optimization | Benchmark/Evaluation,0.9,benchmark,qwen2_5_7b_instruct,2026-07-11T14:13:34.111939+00:00
2607.04531,2026-07,cs.LG,"cs.LG, cs.AI, eess.SP, math.NA",Efficiency/Optimization,Theory/Methodology | Application,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:13:43.902406+00:00
2607.04525,2026-07,cs.CL,"cs.CL, cs.AI",Theory/Methodology,,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:13:52.068685+00:00
2607.05458,2026-07,cs.LG,"cs.LG, cs.AI",Agent/Tool Use,Alignment/Safety | Theory/Methodology,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:14:02.957361+00:00
2607.04523,2026-07,cs.CL,"cs.CL, cs.AI",Theory/Methodology,,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:14:11.246349+00:00
2607.05456,2026-07,cs.AI,"cs.AI, cs.CL, q-bio.QM",Agent/Tool Use,,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:14:22.508367+00:00
2607.0451,2026-07,cs.CL,"cs.CL, cs.AI, cs.CY, cs.LG",Alignment/Safety,Reasoning | Benchmark/Evaluation,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:14:32.813197+00:00
2607.04505,2026-07,cs.AI,cs.AI,Reasoning,Alignment/Safety | Multimodal,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:14:44.084251+00:00
2607.04486,2026-07,cs.LG,"cs.LG, cs.CV",Application,Dataset/Benchmark | Efficiency/Optimization,0.9,application,qwen2_5_7b_instruct,2026-07-11T14:14:55.347426+00:00
2607.0447,2026-07,cs.LG,"cs.LG, cs.AI, math.OC",Alignment/Safety,Agent/Tool Use | Theory/Methodology,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:15:06.409719+00:00
2607.04469,2026-07,cs.CL,cs.CL,Reasoning,Efficiency/Optimization | Theory/Methodology,0.8,method,qwen2_5_7b_instruct,2026-07-11T14:15:16.229353+00:00
2607.04443,2026-07,cs.CV,"cs.CV, cs.AI, cs.GR, cs.LG",Efficiency/Optimization,Multimodal,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:15:25.176598+00:00
2607.04439,2026-07,cs.AI,cs.AI,Theory/Methodology,Application | Dataset/Benchmark,0.8,system,qwen2_5_7b_instruct,2026-07-11T14:15:34.924137+00:00
2607.04436,2026-07,cs.SE,"cs.SE, cs.AI",RAG/Retrieval,Reasoning | Alignment/Safety,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:15:46.551714+00:00
2607.04433,2026-07,cs.IR,"cs.IR, cs.CL",Agent/Tool Use,Alignment/Safety | Efficiency/Optimization | Multimodal,0.9,survey,qwen2_5_7b_instruct,2026-07-11T14:15:57.146553+00:00
2607.0443,2026-07,cs.CL,cs.CL,Alignment/Safety,Reasoning | Efficiency/Optimization,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:16:07.197104+00:00
2607.04429,2026-07,cs.CL,"cs.CL, cs.AI",Benchmark/Evaluation,Theory/Methodology,0.9,other,qwen2_5_7b_instruct,2026-07-11T14:16:16.933046+00:00
2607.04428,2026-07,cs.CL,"cs.CL, cs.AI",Reasoning,Efficiency/Optimization | Application,0.9,method,qwen2_5_7b_instruct,2026-07-11T14:16:26.595345+00:00
2607.04423,2026-07,cs.CV,"cs.CV, cs.AI",Multimodal,Reasoning | Efficiency/Optimization,0.9,theory,qwen2_5_7b_instruct,2026-07-11T14:16:37.282353+00:00
2607.0441,2026-07,cs.CL,cs.CL,Multimodal,Benchmark/Evaluation | Theory/Methodology,1.0,method,qwen2_5_7b_instruct,2026-07-11T14:16:50.791766+00:00
2607.04394,2026-07,cs.AI,"cs.AI, cs.SC",Agent/Tool Use,Multimodal | Benchmark/Evaluation,0.9,system,qwen2_5_7b_instruct,2026-07-11T14:17:02.702410+00:00
